[['Dimitri Mohamed', 'startMemberOf', 'FK Borac Čačak', '2022-01-01']]
[['Albert Manasyan', 'startMemberOf', 'AS Nancy Lorraine', '2022-11-07']]
[['Jean-Félix Dorothée', 'startMemberOf', 'FC Andorra', '2022-11-07']]
[['Felipe Nunes', 'endMemberOf', 'Figueirense FC', '2022-11-07']]
[['Marcelo Gomes', 'endMemberOf', 'Erie Bayhawks', '2022-11-07']]
[['Luismi ( footballer, born 1979)', 'endMemberOf', 'South Piedmont Community College', '2022-11-08']]
[['Harald Unverdorben', 'endMemberOf', 'Leibniz University Hannover', '2022-11-08']]
[['David A U002E Neave', 'endWorksFor', 'Kapfenberger SV', '2022-11-08']]
[['Pablo Pedraza', 'startMemberOf', 'Talleres de Córdoba', '2022-11-08']]
[['Nikita Vasilyev', 'endWorksFor', 'Hamburger SV II', '2022-11-09']]
[['Abdoulaye Cissé ( footballer, born 1983)', 'startMemberOf', 'Asteras Magoula F. C.', '2022-11-09']]
[['Sang Min Lee', 'endWorksFor', 'University of Arkansas', '2022-11-09']]
[['Kersti Klaamas', 'endWorksFor', 'National Institute For Health Development', '2022-11-09']]
[['C U002E J U002E Kelly', 'startMemberOf', 'Tulane Green Wave men\' s basketball', '2022-11-09']]
[['Andrew M Smith', 'endWorksFor', 'Carleton University', '2022-11-09']]
[['Mahmoud Samir ( footballer)', 'startMemberOf', 'Arsenal F. C.', '2022-11-09']]
[['Wenbin Du', 'endMemberOf', 'FC Alashkert', '2022-11-09']]
[['Khalil Khorshid', 'endMemberOf', 'HNK Hajduk Split', '2022-11-09']]
[['Gabe Kindred', 'endPlaysIn', 'Ncaa Division I Men U0027 S Basketball', '2022-11-09']]
[['Piotr Fidelus', 'endWorksFor', 'Chopin University of Music', '2022-11-10']]
[['Marta Gens', 'endMemberOf', 'Club Voleibol Diego Porcelos', '2022-11-10']]
[['Justin Braun ( soccer)', 'startMemberOf', 'Ottawa Fury FC', '2022-11-10']]
[['Ernesto Cristaldo', 'startMemberOf', 'S. F. K. Pierikos ( football)', '2022-11-10']]
[['Eva Mora', 'endWorksFor', 'Radio Televisión Madrid', '2022-11-10']]
[['Huanyang Chen', 'endWorksFor', 'Soochow University ( Suzhou)', '2022-11-10']]
[['Teresa Martyniuk', 'endMemberOf', 'Bristol City W. F. C.', '2022-11-11']]
[['Jamelle Mcmillan', 'startMemberOf', 'América de Cali', '2022-11-11']]
[['Petar Rnkovic', 'startMemberOf', 'Great Wakering Rovers F. C.', '2022-11-11']]
[['Constantin Simirad', 'endMemberOf', 'Social Democratic Party ( Romania)', '2022-11-11']]
[['Patrick Etoga', 'endMemberOf', 'Wellington cricket team', '2022-11-11']]
[['John Simpson ( English cricketer)', 'startMemberOf', 'Muğlaspor', '2022-11-11']]
[['Aliaksei Patsevich', 'startMemberOf', 'Houston Christian Huskies men\' s basketball', '2022-11-11']]
[['Júnior Viçosa', 'startMemberOf', 'SC Zofingen', '2022-11-11']]
[['Daniele Magliocchetti', 'startMemberOf', 'FC Andorra', '2022-11-11']]
[['Garon Jones', 'endMemberOf', 'Howard Bison men\' s basketball', '2022-11-11']]
[['Eric Asamoah-Frimpong', 'startMemberOf', 'Llaneros F. C.', '2022-11-11']]
[['Darren Stevens', 'startMemberOf', 'Karachi Kings', '2022-11-11']]
[['Ayase Ueda', 'startMemberOf', 'Nagoya Grampus', '2022-11-11']]
[['Mossoró ( footballer, born 1985)', 'startMemberOf', 'Morocco national football team generic instance', '2022-11-11']]
[['Giacomo Maddaloni', 'endWorksFor', 'University of Pisa', '2022-11-11']]
[['Alain Baroja', 'endMemberOf', 'Caracas F. C.', '2022-11-11']]
[['Jeremiah White', 'startMemberOf', 'Asteras Magoula F. C.', '2022-11-11']]
[['Olivier Bourry', 'endMemberOf', 'Yokohama FC', '2022-11-11']]
[['Édu Fernandez', 'startMemberOf', 'Club Hoquei Lloret', '2022-11-11']]
[['Sebastien Desbois', 'endMemberOf', 'FC Metz', '2022-11-12']]
[['Gang Wang', 'endMemberOf', 'Coritiba Foot Ball Club', '2022-11-12']]
[['Rafael Silva ( footballer, born 1990)', 'endMemberOf', 'CR Vasco da Gama', '2022-11-12']]
[['Viktar Beksha', 'startMemberOf', 'German Research Foundation', '2022-11-12']]
[['Falk Eilenberger', 'endWorksFor', 'University of Sydney', '2022-11-12']]
[['Helene Voogdt-Pruis', 'endWorksFor', 'Maastricht UMC+', '2022-11-12']]
[['Julius Powell', 'startMemberOf', 'University of Piraeus', '2022-11-12']]
[['Daniel Z U002E Rossatto', 'endWorksFor', 'German Research Foundation', '2022-11-12']]
[['Berthil ter Avest', 'endMemberOf', 'De Graafschap', '2022-11-12']]
[['Jordan Williams', 'startMemberOf', 'Gonzaga Bulldogs men\' s basketball', '2022-11-12']]
[['Miles Padgett', 'endMemberOf', 'Royal Society', '2022-11-12']]
[['Yuri Ribeiro', 'endMemberOf', 'Portugal national under-17 football team', '2022-11-12']]
[['Kuo-Tai Yang', 'startMemberOf', 'Helsingin Jalkapalloklubi', '2022-11-12']]
[['Valeri Safonov', 'startMemberOf', 'Neftchala FK', '2022-11-12']]
[['James Bowen', 'endMemberOf', 'Delaware State Hornets men\' s basketball', '2022-11-12']]
[['Mohammad Sadegh Barani', 'endMemberOf', 'Zob Ahan Esfahan F. C.', '2022-11-12']]
[['Danuše Táborská', 'endMemberOf', 'Nazilli Belediyespor', '2022-11-12']]
[['Erzsébet Tóth-Czifra', 'endMemberOf', 'Mossley A. F. C.', '2022-11-12']]
[['Elżbieta A Pieczyska', 'startMemberOf', 'Aberdeen F. C.', '2022-11-12']]
[['Hooi Jin Ong', 'endWorksFor', 'Osaka University', '2022-11-12']]
[['Frédéric Pierre', 'startMemberOf', 'Asteras Magoula F. C.', '2022-11-12']]
[['Sébastien Nola', 'endMemberOf', 'FK Javor Ivanjica', '2022-11-12']]
[['Massimo Di Grazia', 'endMemberOf', 'SC Zofingen', '2022-11-12']]
[['Jefny Anderson-Brown', 'startMemberOf', 'German Research Foundation', '2022-11-12']]
[['Aleksandar Vasilev ( footballer, born 1995)', 'endMemberOf', 'FC Kaliakra Kavarna', '2022-11-12']]
[['Antonio Marín ( footballer, born 1996)', 'startMemberOf', 'Arsenal F. C.', '2022-11-12']]
[['Bartosz Kopacz', 'endMemberOf', 'Bruk-Bet Termalica Nieciecza', '2022-11-12']]
[['Raimund Karl', 'endWorksFor', 'Bangor University', '2022-11-12']]
[['Albian Ajeti', 'endMemberOf', 'Switzerland national under-20 football team', '2022-11-12']]
[['Ingrid Contardo', 'endWorksFor', 'University of the Andes, Chile', '2022-11-12']]
[['Tengchuan Jin', 'startMemberOf', 'Portugal national under-20 football team', '2022-11-12']]
[['Aleksandr Shumov', 'endMemberOf', 'FC Sibir-2 Novosibirsk', '2022-11-12']]
[['Dmitri Tuchnolobov', 'startMemberOf', 'FC Lida', '2022-11-12']]
[['Bailin Deng', 'endWorksFor', 'University of Hull', '2022-11-12']]
[['Junior Clayton', 'startMemberOf', 'Oviedo CB', '2022-11-12']]
[['Gergely Kardos', 'endMemberOf', 'Sagesse SC ( basketball)', '2022-11-12']]
[['Elzbieta Ratajczyk', 'startMemberOf', 'FC Torpedo Moscow', '2022-11-12']]
[['Sead Babača', 'startMemberOf', 'Asteras Magoula F. C.', '2022-11-12']]
[['Brigit Daamen', 'endMemberOf', 'Haarlems Sieraad Collectief', '2022-11-12']]
[['Perry T C Van Doormaal', 'endWorksFor', 'Johns Hopkins Hospital', '2022-11-12']]
[['Adam Frączczak', 'endMemberOf', 'Kotwica Kołobrzeg ( football)', '2022-11-12']]
[['Ahmed Kamal', 'endWorksFor', 'Indian Institute of Chemical Technology', '2022-11-12']]
[['Sebastian Mai', 'endMemberOf', 'Chemnitzer FC', '2022-11-12']]
[['Thor Hushovd', 'startMemberOf', 'AG2R Citroën Team', '2022-11-12']]
[['Ekaterina Potapova', 'endWorksFor', 'Associação Viver A Ciência', '2022-11-12']]
[['Vladimír Coufal', 'endMemberOf', 'SFC Opava', '2022-11-12']]
[['Jamil A Shilpi', 'endWorksFor', 'University Of Malaya Faculty Of Science', '2022-11-12']]
[['Ivan Shamarin', 'endMemberOf', 'FC Khimki', '2022-11-12']]
[['Bam Doyne', 'startMemberOf', 'BC Andorra', '2022-11-12']]
[['Gisela Oliveira', 'endWorksFor', 'Directorate-General for Communications Networks, Content and Technology', '2022-11-12']]
[['Alex Blair', 'endMemberOf', 'Fresno State Bulldogs men\' s basketball', '2022-11-13']]
[['Inka Wesely', 'endMemberOf', 'Germany women\' s national under-20 football team', '2022-11-13']]
[['Courtney Johnson', 'endMemberOf', 'Albany Great Danes men\' s basketball', '2022-11-13']]
[['Yecheng Zhou', 'endWorksFor', 'Southern University of Science and Technology', '2022-11-13']]
[['Gela Shekiladze', 'startMemberOf', 'Concordia Piotrków Trybunalski', '2022-11-13']]
[['Jingnan Guo', 'endWorksFor', 'University of Genoa', '2022-11-13']]
[['Jamir Gomes', 'endMemberOf', 'Esporte Clube São José', '2022-11-13']]
[['Jonna Mäkelä', 'startMemberOf', 'FBC Ostrava', '2022-11-13']]
[['Zarnia Cogle', 'startMemberOf', 'Canterbury Rugby Football Union', '2022-11-13']]
[['Oleg Ponomaryov', 'startMemberOf', 'FC Krasnodar', '2022-11-13']]
[['Lore Gillis', 'startMemberOf', 'VC Oudegem', '2022-11-14']]
[['Tomasz Jarzębowski', 'endMemberOf', 'Valencia Basket', '2022-11-14']]
[['Andre Cornelius', 'startMemberOf', 'Arka Gdynia', '2022-11-14']]
[['Elizabeth Cummings', 'startMemberOf', 'C. D. Luis Ángel Firpo', '2022-11-14']]
[['Joseph P Salisbury', 'endWorksFor', 'TIAX', '2022-11-14']]
[['Lee Mason', 'endWorksFor', 'University of Texas at San Antonio', '2022-11-15']]
[['Fran Cortés', 'startMemberOf', 'Puerto Real CF', '2022-11-15']]
[['Caleb Stewart', 'endPlaysIn', 'Ncaa Division I Men U0027 S Basketball', '2022-11-15']]
[['Marko Klobučar', 'endMemberOf', 'Swinburne University of Technology', '2022-11-16']]
[['Christopher Moore', 'endWorksFor', 'CB Breogán', '2022-11-16']]
[['Zhi-Yuan Gu', 'startMemberOf', 'Racing Club de Montevideo', '2022-11-16']]
[['Nik Grant', 'endMemberOf', 'Utah Valley Wolverines men\' s basketball', '2022-11-16']]
[['Andrew Salter', 'endMemberOf', 'Suffolk University', '2022-11-16']]
[['Rémi Quirion', 'startMemberOf', 'German Research Foundation', '2022-11-16']]
[['Rasim Yılmazer', 'endWorksFor', 'Leonard M. Miller School of Medicine', '2022-11-16']]
[['Maikel van der Werff', 'endMemberOf', 'SBV Vitesse', '2022-11-16']]
[['Halit Tanju Besler', 'endWorksFor', 'Hacettepe University', '2022-11-16']]
[['Benoît Cauet', 'endMemberOf', 'Abilene Christian Wildcats men\' s basketball', '2022-11-16']]
[['Milica A Margeta', 'endMemberOf', 'Aias Salamina F. C.', '2022-11-16']]
[['Josh Maggard', 'endMemberOf', 'Gardner– Webb Runnin\' Bulldogs men\' s basketball', '2022-11-16']]
[['Markus Seelaus', 'startMemberOf', 'Çaykur Rizespor', '2022-11-16']]
[['Unidos de Vila Isabel', 'endMemberOf', 'Royal Pari F. C.', '2022-11-16']]
[['Stacey Cavill', 'endMemberOf', 'Perth Glory FC', '2022-11-16']]
[['Denis Zhujkov', 'startMemberOf', 'Itera– Katusha', '2022-11-16']]
[['Deniz Türüç', 'startMemberOf', 'Çaykur Rizespor', '2022-11-16']]
[['Luca Fiordiani', 'startMemberOf', 'Asteras Magoula F. C.', '2022-11-17']]
[['Way Kuo', 'endMemberOf', 'Great Wakering Rovers F. C.', '2022-11-17']]
[['Raúl Lora-Rivera', 'startMemberOf', 'Lotto Dstny Ladies', '2022-11-17']]
[['Sandro ( footballer, born 1986)', 'startMemberOf', 'Clube Atlético Linense', '2022-11-17']]
[['Pawel Nowakowski', 'endWorksFor', 'University of Nantes', '2022-11-17']]
[['David Sierra ( footballer)', 'startMemberOf', 'FC Andorra', '2022-11-17']]
[['Joost Ebergen', 'startMemberOf', 'FC Vestsjælland', '2022-11-17']]
[['Juan Salinas', 'endMemberOf', 'UTSA Roadrunners men\' s basketball', '2022-11-17']]
[['Isah Eliakwu', 'endMemberOf', 'A. S. D. Gallipoli Football 1909', '2022-11-17']]
[['Thibault Lassalle', 'endMemberOf', 'RC Toulonnais', '2022-11-17']]
[['Farhad Kheirkhah', 'startMemberOf', 'Gol Gohar Sirjan F. C.', '2022-11-17']]
[['Daniel J Spencer', 'endWorksFor', 'Brigham and Women\' s Hospital', '2022-11-17']]
[['Muhammad Sohail', 'endWorksFor', 'Dalian Institute of Chemical Physics', '2022-11-18']]
[['Ivan Bernal-Villamil', 'startMemberOf', 'Giresunspor', '2022-11-18']]
[['Vyacheslav Rafikov', 'startMemberOf', 'Asteras Magoula F. C.', '2022-11-18']]
[['Jacques Derrida', 'endMemberOf', 'Buckinghamshire County Cricket Club', '2022-11-18']]
[['Zixing Dong', 'endWorksFor', 'Tianjin University Of Science And Technology - Tianjin Economic And Technological Development Area Campus', '2022-11-18']]
[['Jacques Cronjé', 'startMemberOf', 'Eastern Province Elephants', '2022-11-18']]
[['Mohammad Babazadeh', 'endWorksFor', 'University of Queensland', '2022-11-18']]
[['Xiaolong Zhou', 'endWorksFor', 'University of Miami', '2022-11-18']]
[['Alessandro Venosa', 'endWorksFor', 'Rutgers University– New Brunswick', '2022-11-18']]
[['Matt Luedtke', 'endMemberOf', 'Montana Grizzlies basketball', '2022-11-18']]
[['Pekka A Postila', 'endWorksFor', 'Åbo Akademi University', '2022-11-18']]
[['Tunde Agboola', 'endMemberOf', 'Boston University Terriers men\' s basketball', '2022-11-18']]
[['Zafer Biryol', 'startMemberOf', 'AS Vita Club', '2022-11-19']]
[['Patou Simbi Ebunga', 'startMemberOf', 'PFC Akademik Sofia', '2022-11-19']]
[['Mickaël Facchinetti', 'startMemberOf', 'Olbia Calcio 1905', '2022-11-19']]
[['Wang Dong ( footballer, born 1981)', 'startMemberOf', 'Dalian Shide F. C.', '2022-11-19']]
[['Kazuhiko Shingyoji', 'startMemberOf', 'Fagiano Okayama', '2022-11-19']]
[['Peter Fear', 'startMemberOf', 'Great Wakering Rovers F. C.', '2022-11-19']]
[['Bartosz Marzec', 'endWorksFor', 'University of Edinburgh', '2022-11-19']]
[['Manuel Sola', 'endMemberOf', 'Burgos BH', '2022-11-19']]
[['Mohammad Reza Heidarian', 'startMemberOf', 'South Korea national football team generic instance', '2022-11-19']]
[['Konrad Tywoniuk', 'endWorksFor', 'University of Barcelona', '2022-11-19']]
[['Pakhee Aggarwal', 'endWorksFor', 'Lady Hardinge Medical College', '2022-11-19']]
[['Cody Hodgson', 'endPlaysIn', 'National Hockey League', '2022-11-19']]
[['Ergün Penbe', 'endMemberOf', 'Gaziantepspor', '2022-11-19']]
[['Irakli Chargaziya', 'startMemberOf', 'FC MITOS Novocherkassk', '2022-11-19']]
[['Nozomu Takata', 'startMemberOf', 'Florida Fish and Wildlife Conservation Commission', '2022-11-19']]
[['Michelle Chan Leach', 'endWorksFor', 'Vegalta Sendai', '2022-11-19']]
[['Matúš Kozáčik', 'startMemberOf', 'FK Arsenal Tivat', '2022-11-19']]
[['Márcio Careca', 'startMemberOf', 'Ottawa Fury FC', '2022-11-19']]
[['Geovannis Ayala', 'startMemberOf', 'LA Laguna FC', '2022-11-19']]
[['Ruslan Pimenov', 'startMemberOf', 'FC Andorra', '2022-11-19']]
[['Talal Assiri', 'endMemberOf', 'Al Nassr FC', '2022-11-19']]
[['Andre Statam', 'endMemberOf', 'Jacksonville State Gamecocks men\' s basketball', '2022-11-19']]
[['Jeremy Nicholson', 'startMemberOf', 'Morehead State Eagles men\' s basketball', '2022-11-19']]
[['Marino Defendi', 'startMemberOf', 'FC Andorra', '2022-11-19']]
[['The Greens– Green Alternative', 'endMemberOf', 'Popular Unity Candidacy– Constituent Call', '2022-11-19']]
[['Mohammad Heidari', 'startMemberOf', 'Gol Gohar Sirjan F. C.', '2022-11-19']]
[['Gary Rogers', 'endMemberOf', 'Pro 2016', '2022-11-20']]
[['Daniel Cotton', 'endMemberOf', 'FC Neftekhimik Nizhnekamsk', '2022-11-20']]
[['Antonia Thodis', 'startWorksFor', 'Bolton Wanderers F. C.', '2022-11-20']]
[['César Couceiro', 'startMemberOf', 'Coronel Bolognesi', '2022-11-20']]
[['José Manuel Maestre Rodríguez', 'startMemberOf', 'UAE Team Emirates', '2022-11-20']]
[['Isao Mizota', 'endMemberOf', 'East Carolina Pirates men\' s basketball', '2022-11-20']]
[['Matija Širok', 'startMemberOf', 'Asteras Magoula F. C.', '2022-11-20']]
[['Alexandre Torchio Dias', 'endWorksFor', 'Hospital das Clínicas da Universidade de São Paulo', '2022-11-20']]
[['José García ( footballer, born 1997)', 'endMemberOf', 'Extremadura UD', '2022-11-20']]
[['Sébastien Chavanel', 'startMemberOf', 'CIC U Nantes Atlantique', '2022-11-20']]
[['Marco Johnson', 'endMemberOf', 'Siena Saints men\' s basketball', '2022-11-20']]
[['Saifallah Mahjoubi', 'endMemberOf', 'Central Sport Club', '2022-11-20']]
[['Richard Petty', 'endMemberOf', 'Tampines Rovers FC', '2022-11-20']]
[['Seth Gearhart', 'endMemberOf', 'Rice Owls men\' s basketball', '2022-11-20']]
[['Serhat Koç', 'endMemberOf', 'Şanlıurfaspor', '2022-11-20']]
[['Kevin Chuisseu', 'endMemberOf', 'Elon Phoenix men\' s basketball', '2022-11-21']]
[['Shane Robinson ( footballer)', 'endMemberOf', 'A. S. D. Barletta 1922', '2022-11-21']]
[['Amalia Yunita Halim', 'endMemberOf', 'FC Khimki', '2022-11-21']]
[['Wail M Hassan', 'endMemberOf', 'Worcestershire County Cricket Club', '2022-11-21']]
[['Mike Smith', 'endMemberOf', 'Apollon Smyrnis F. C.', '2022-11-21']]
[['Billy Vunipola', 'startMemberOf', 'Leeds Tykes', '2022-11-22']]
[['Jesús Armando Sánchez', 'startMemberOf', 'Club Atlético Atlanta', '2022-11-22']]
[['Peter Wallace', 'endMemberOf', 'Scotland national rugby league team', '2022-11-22']]
[['Callum Tapping', 'startMemberOf', 'Great Wakering Rovers F. C.', '2022-11-22']]
[['Narciso Fernández', 'startMemberOf', 'Ottawa Fury FC', '2022-11-23']]
[['Andriy Kovalenco', 'startMemberOf', 'Bugue Athletic Club', '2022-11-23']]
[['Shantanu V Lale', 'endWorksFor', 'Texas Tech University', '2022-11-23']]
[['Carl-Oscar Andersson', 'endMemberOf', 'New York Cosmos ( 2010)', '2022-11-23']]
[['Connor Brown ( cyclist)', 'endMemberOf', '. 5 Continental Team', '2022-11-23']]
[['Steve Tutill', 'startMemberOf', 'Mossley A. F. C.', '2022-11-23']]
[['Cam Copeland', 'endMemberOf', 'North Florida Ospreys men\' s basketball', '2022-11-23']]
[['Sonja Frölich', 'endMemberOf', 'University of Lisbon', '2022-11-23']]
[['Kevin Scheidhauer', 'endWorksFor', 'Bury F. C.', '2022-11-23']]
[['Dmitri R Davydov', 'endMemberOf', 'Manchester Institute of Biotechnology', '2022-11-23']]
[['Ruth E Mackay', 'endMemberOf', 'Bolton Wanderers F. C.', '2022-11-23']]
[['Bülent Uygun', 'endWorksFor', 'University of St Andrews', '2022-11-23']]
[['Kenyatta Rowel', 'endWorksFor', 'Puszcza Niepołomice', '2022-11-23']]
[['Dzmitry Likhtarovich', 'startMemberOf', 'German Research Foundation', '2022-11-23']]
[['Mert Çakar', 'endMemberOf', 'Turanspor', '2022-11-23']]
[['Yanina Timasheva', 'endWorksFor', 'Albert Einstein College of Medicine', '2022-11-23']]
[['Aleksandar Nedović', 'startMemberOf', 'FC Andorra', '2022-11-23']]
[['Harry Bush ( American cricketer)', 'endMemberOf', 'Norfolk County Cricket Club', '2022-11-23']]
[['Nicolas Inaudi', 'startMemberOf', 'AG2R Citroën Team', '2022-11-23']]
[['Simon Labouesse', 'startMemberOf', 'German Research Foundation', '2022-11-23']]
[['Israel Silva', 'endMemberOf', 'C. S. D. Municipal', '2022-11-23']]
[['Mohamed Messoudi', 'startMemberOf', 'FC Andorra', '2022-11-23']]
[['Jesper Mathisen', 'startMemberOf', 'Ottawa Fury FC', '2022-11-23']]
[['Michele Cavion', 'startMemberOf', 'A. S. Pro Piacenza 1919', '2022-11-23']]
[['David Okereke', 'startMemberOf', 'AD Alcorcón', '2022-11-23']]
[['Jungwon Yoon', 'endWorksFor', 'Gyeongsang National University', '2022-11-23']]
[['Eduard Núñez', 'endMemberOf', 'CE Vilassar de Dalt', '2022-11-23']]
[['Fenedy Masauvakalo', 'endMemberOf', 'Tupuji Imere F. C.', '2022-11-23']]
[['Mathilde Estvan-Slonina', 'startMemberOf', 'Team Abc Junior', '2022-11-23']]
[['Leonardo ( footballer, born 1976)', 'startMemberOf', 'Asteras Magoula F. C.', '2022-11-23']]
[['Dane Trbović', 'endMemberOf', 'Puszcza Niepołomice', '2022-11-23']]
[['Emanuele Panzeri', 'startMemberOf', 'FK Mačva Šabac', '2022-11-23']]
[['Roxane Fournier', 'endMemberOf', 'FC Stal Alchevsk', '2022-11-23']]
[['Alexandre Rey', 'startMemberOf', 'SD Worx', '2022-11-23']]
[['Jaime Molina', 'startMemberOf', 'UD Vecindario', '2022-11-23']]
[['Bálint Gaál', 'endMemberOf', 'Soproni VSE', '2022-11-23']]
[['Siranush Sahakyan', 'endWorksFor', 'German Research Foundation', '2022-11-23']]
[['Richard Hinds', 'startMemberOf', 'Great Wakering Rovers F. C.', '2022-11-23']]
[['Lukas Poderis', 'startMemberOf', 'Eisbären Bremerhaven', '2022-11-23']]
[['Cristiano Dias', 'endMemberOf', 'Minnesota United FC ( 2010– 2016)', '2022-11-23']]
[['Slaviša Jeremić', 'startMemberOf', 'Asteras Magoula F. C.', '2022-11-23']]
[['Jae Hwa Yoo', 'endWorksFor', 'Soonchunhyang University Hospital', '2022-11-23']]
[['Christoph Meschenmoser', 'startMemberOf', 'AG2R Citroën Team', '2022-11-23']]
[['M U002E Gabriela Bernardo-Gil', 'endWorksFor', 'Instituto Superior Técnico', '2022-11-23']]
[['Katerina Christofidou', 'endWorksFor', 'University of Manchester', '2022-11-23']]
[['David N. Payne', 'endMemberOf', 'Cuneo Granda Volley', '2022-11-23']]
[['Sandra Da Costa', 'startMemberOf', 'Colombia national under-20 football team', '2022-11-23']]
[['Gavin Cullen', 'startMemberOf', 'Glentoran F. C.', '2022-11-23']]
[['Santiago Guerrero', 'endWorksFor', 'Institut de biologie moléculaire et cellulaire', '2022-11-23']]
[['Sarah Scott', 'endWorksFor', 'University of Aberdeen', '2022-11-23']]
[['Din-Chi Chiu', 'endWorksFor', 'National Taiwan University', '2022-11-23']]
[['Nik Mrdja', 'endMemberOf', 'Australia men\' s national soccer team generic instance', '2022-11-23']]
