[['V.J. Holmes', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2022-01-01']]
[['Bonnie L. Mcclure', 'endWorksFor', 'Aoyama Gakuin University', '2022-11-07']]
[['Daniela Römer', 'startWorksFor', 'Fondy Bydleni 1', '2022-11-07']]
[['Dimitra Maoutsa', 'startMemberOf', 'Ppf Cyprus Management', '2022-11-07']]
[['Selje', 'endLeader', 'Chairul Tanjung', '2022-11-07']]
[['Migle Gabrielaite', 'endWorksFor', 'Copenhagen University Hospital', '2022-11-07']]
[['Heleen Nauwelaers', 'endWorksFor', 'University of Lille Nord de France', '2022-11-07']]
[['Ørskog', 'startLeader', 'Radovan Vítek', '2022-11-08']]
[['Josh Crumpler', 'endWorksFor', 'University of Cincinnati', '2022-11-08']]
[['Sandeep Manandhar', 'startWorksFor', 'University of Lille Nord de France', '2022-11-08']]
[['Daniela Römer', 'endWorksFor', 'Fondy Bydleni 1', '2022-11-08']]
[['Lydie Evrard', 'startWorksFor', 'University of Lille Nord de France', '2022-11-08']]
[['Malene Friis Hansen', 'endWorksFor', 'University of Copenhagen', '2022-11-08']]
[['Qun Fang', 'endWorksFor', 'Mississippi State University College Of Education', '2022-11-08']]
[['Alyaksandr Dzemidovich', 'award', 'Master of Business Administration', '2022-11-09']]
[['Bruma (footballer)', 'startWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-11-09']]
[['Lydie Evrard', 'endWorksFor', 'University of Lille Nord de France', '2022-11-09']]
[['Lufthansa Group', 'endLeader', 'Libor Chrobok', '2022-11-09']]
[['Emmanuel Bandoumel', 'endWorksFor', 'Brittany And Loire University', '2022-11-09']]
[['Sangita Basfore', 'startWorksFor', 'University of Lille Nord de France', '2022-11-09']]
[['Sollentuna Municipality', 'startLeader', 'Jensen Huang', '2022-11-09']]
[['Sandeep Manandhar', 'endWorksFor', 'University of Lille Nord de France', '2022-11-10']]
[['Stanislaŭ Kliaščuk', 'startWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-11-10']]
[['David Attenborough', 'award', 'Master of Arts', '2022-11-10']]
[['Sollentuna Municipality', 'endLeader', 'Jensen Huang', '2022-11-11']]
[['Hoeksche Waard (municipality)', 'startLeader', 'Lee Kun-hee', '2022-11-12']]
[['Grant P Otto', 'startWorksFor', 'Fondy Bydleni 1', '2022-11-12']]
[['Wuhan', 'endLeader', 'Amir Haddad', '2022-11-12']]
[['Wuhan', 'endLeader', 'Amir Haddad', '2022-11-12']]
[['Nvidia', 'endLeader', 'Iman Usman', '2022-11-12']]
[['Éric Gérard', 'startWorksFor', 'Germany', '2022-11-13']]
[['Erin D. Basinger', 'award', 'Master of Business Administration', '2022-11-13']]
[['Hewlett Packard Enterprise', 'endLeader', 'Radovan Vítek', '2022-11-13']]
[['Anne Greenbaum', 'award', 'Master of Education', '2022-11-14']]
[['Sinead Jack', 'startWorksFor', 'Institute Of Metals Research', '2022-11-14']]
[['Raheem Appleby', 'startWorksFor', 'Sarmap (Switzerland)', '2022-11-14']]
[['Kerry J Halupka', 'award', 'Master of Education', '2022-11-14']]
[['Ander Artabe', 'startWorksFor', 'Vellore Institute of Technology', '2022-11-15']]
[['Corbin Kaufusi', 'award', 'Master of Arts', '2022-11-15']]
[['Michael B. Larsen', 'award', 'Master of Music', '2022-11-15']]
[['Shaq Calhoun', 'startWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-11-16']]
[['ING Australia', 'endLeader', 'Jensen Huang', '2022-11-16']]
[['Bismarck, North Dakota', 'endLeader', 'Heinz Hermann Thiele', '2022-11-16']]
[['Caren Commissaris', 'award', 'Master of Education', '2022-11-17']]
[['Ismail Ferhat', 'startWorksFor', 'Ministry Of Innovation, Science And Research Of North Rhine-Westphalia', '2022-11-17']]
[['Ben Purrington', 'award', 'Master of Business Administration', '2022-11-17']]
[['Jalen Hill', 'startWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-11-17']]
[['NMC Health', 'endLeader', 'Libor Chrobok', '2022-11-17']]
[['Sebastian Banert', 'startWorksFor', 'University of Lille Nord de France', '2022-11-18']]
[['Noushin Nasiri', 'startWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-11-18']]
[['Ulrich Meleke', 'award', 'Master of Business Administration', '2022-11-18']]
[['Northrop Grumman', 'award', 'Master of Fine Arts', '2022-11-18']]
[['Thomas P Senftle', 'startWorksFor', 'Schneider Group', '2022-11-18']]
[['Gopal Lama', 'startWorksFor', 'Community Université Grenoble Alpes', '2022-11-18']]
[['Bruno Morais', 'startWorksFor', 'University of Lille Nord de France', '2022-11-19']]
[['Intel', 'endLeader', 'Radovan Vítek', '2022-11-20']]
[['Ben Seidel', 'startWorksFor', 'University of Innsbruck', '2022-11-22']]
[['Michael A. Clare', 'startWorksFor', 'Stellenbosch University', '2022-11-22']]
[['Willinton Y. Hernández', 'startWorksFor', 'Stellenbosch University', '2022-11-23']]
[['V.J. Holmes', 'startWorksFor', 'Ppf Cyprus Management', '2022-11-23']]
[['Jarekious Bradley', 'startWorksFor', 'Energochemica', '2022-11-24']]
[['Eugenio Spadoni Andreani', 'endWorksFor', 'McGill University', '2022-12-01']]
[['LadBaby', 'startWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-12-01']]
[['Brian Voelkel', 'startAcademicDegree', 'Master of Business Administration', '2022-12-01']]
[['Andrew J Maroda', 'endWorksFor', 'University of Tennessee Health Science Center', '2022-12-01']]
[['Luke Hyam', 'endWorksFor', 'TU Wien', '2022-12-01']]
[['Matthew Whichelow', 'award', 'Master of Music', '2022-12-01']]
[['Alfio Pelliccioni', 'endWorksFor', 'University Of The French West Indies And Guiana', '2022-12-01']]
[['Fachhochschule Des Bundes Für Öffentliche Verwaltung', 'award', 'Master of Business Administration', '2022-12-01']]
[['Zane N Norvill', 'startAcademicDegree', 'Master of Education', '2022-12-01']]
[['Hoeksche Waard (municipality)', 'endLeader', 'Lee Kun-hee', '2022-12-01']]
[['Vignesh Rathinasamy', 'endWorksFor', 'La Trobe University', '2022-12-01']]
[['Lyles Davis', 'startMemberOf', 'TU Wien', '2022-12-02']]
[['Ørskog', 'endLeader', 'Radovan Vítek', '2022-12-02']]
[['Janka Kupala National Theatre', 'startLeader', 'Radovan Vítek', '2022-12-02']]
[['Sean Damaska', 'startAcademicDegree', 'Master of Business Administration', '2022-12-02']]
[['Emmanuel Bandoumel', 'startAcademicDegree', 'Master of Fine Arts', '2022-12-02']]
[['Narendra Modi', 'endWorksFor', 'TU Wien', '2022-12-02']]
[['Rafael Pinilla-Redondo', 'startWorksFor', 'Autocont', '2022-12-02']]
[['LadBaby', 'endWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-12-02']]
[['Ayse Nur Ay', 'endWorksFor', 'Sakarya University', '2022-12-02']]
[['Jian Tian', 'endWorksFor', 'Shandong University of Science and Technology', '2022-12-02']]
[['Ørskog', 'endLeader', 'Radovan Vítek', '2022-12-02']]
[['Willians Santana', 'endAcademicDegree', 'Master of Music', '2022-12-02']]
[['Suchol Savagatrup', 'startMemberOf', 'Innogy Česká Republika', '2022-12-03']]
[['Subramanian Muthukumar', 'endAcademicDegree', 'Master of Business Administration', '2022-12-03']]
[['Renata Thaís De A Barbosa', 'endWorksFor', 'Centro Universitário das Faculdades Metropolitanas Unidas', '2022-12-03']]
[['John C Tracey', 'endWorksFor', 'National Institute of Diabetes and Digestive and Kidney Diseases', '2022-12-03']]
[['Trent Stephney', 'startAcademicDegree', 'Master of Fine Arts', '2022-12-03']]
[['Carouge', 'endLeader', 'Jensen Huang', '2022-12-03']]
[['Elio De Silvestro', 'startAcademicDegree', 'Master of Music', '2022-12-03']]
[['Aliaksiej Matlach', 'startAcademicDegree', 'Master of Business Administration', '2022-12-03']]
[['Wieslaw Ziolkowski', 'startAcademicDegree', 'Master of Business Administration', '2022-12-03']]
[['Yang Zheng', 'endWorksFor', 'National University of Singapore', '2022-12-03']]
[['Rafael Pinilla-Redondo', 'endWorksFor', 'Autocont', '2022-12-03']]
[['Medhavi Vashisth', 'endWorksFor', 'National Research Centre on Equines', '2022-12-03']]
[['Steven Tate', 'endWorksFor', 'Hospital of the University of Pennsylvania', '2022-12-03']]
[['James Gordon Iv', 'startAcademicDegree', 'Master of Music', '2022-12-03']]
[['Barbara J. Simons', 'startAcademicDegree', 'Master of Arts', '2022-12-04']]
[['Paul Stockhammer', 'endWorksFor', 'Medical University of Vienna', '2022-12-04']]
[['Max Verstappen', 'award', 'Master of Business Administration', '2022-12-04']]
[['Koutche Kabirou', 'startWorksFor', 'University of Lille Nord de France', '2022-12-04']]
[['Albert Polman', 'endWorksFor', 'Netherlands Interdisciplinary Demographic Institute', '2022-12-04']]
[['Kai P Voss-Fels', 'endWorksFor', 'University of Giessen', '2022-12-04']]
[['Denise Rodrigues', 'endWorksFor', 'Ohio State University', '2022-12-04']]
[['Peichao Li', 'endWorksFor', 'Shanghai Jiao Tong University', '2022-12-04']]
[['Paola Agüi-Gonzalez', 'endWorksFor', 'Universitätsmedizin Göttingen', '2022-12-04']]
[['Joe Bryant Jr', 'startAcademicDegree', 'Master of Arts', '2022-12-04']]
[['Sebastian Oeck', 'endWorksFor', 'Yale University', '2022-12-04']]
[['Magdalena Żemojtel-Piotrowska', 'startAcademicDegree', 'Master of Music', '2022-12-05']]
[['Koutche Kabirou', 'endWorksFor', 'University of Lille Nord de France', '2022-12-05']]
[['Marc Olivier Renou', 'startWorksFor', 'University of Kent', '2022-12-05']]
[['Selje', 'endLeader', 'Radovan Vítek', '2022-12-05']]
[['Willies, Nord', 'award', 'Master of Music', '2022-12-05']]
[['Alina Hua', 'endWorksFor', 'Newham University Hospital', '2022-12-05']]
[['Bestsport', 'startLeader', 'Marc Asbeck', '2022-12-05']]
[['James Hawthorne', 'startWorksFor', 'University Hospitals Coventry and Warwickshire NHS Trust', '2022-12-05']]
[['Cole Hamels', 'startWorksFor', 'University of Kent', '2022-12-06']]
[['Víctor Sada', 'award', 'Doctor of Philosophy', '2022-12-06']]
[['James Hawthorne', 'endWorksFor', 'University Hospitals Coventry and Warwickshire NHS Trust', '2022-12-06']]
[['Fatemeh Shaebani Behbahani', 'startWorksFor', 'University Hospitals Coventry and Warwickshire NHS Trust', '2022-12-06']]
[['James Hawthorne', 'endWorksFor', 'University Hospitals Coventry and Warwickshire NHS Trust', '2022-12-06']]
[['Marc Olivier Renou', 'endWorksFor', 'University of Kent', '2022-12-06']]
[['James Hawthorne', 'endWorksFor', 'University Hospitals Coventry and Warwickshire NHS Trust', '2022-12-06']]
[['Raquel Hernando', 'endWorksFor', 'Catalan Institute Of Human Paleoecology And Social Evolution', '2022-12-06']]
[['Wayo Matsushima', 'endWorksFor', 'École Polytechnique Fédérale de Lausanne', '2022-12-06']]
[['Joanna Szczepanowska', 'award', 'Master of Business Administration', '2022-12-07']]
[['Ana María Valenzuela-Muñiz', 'startWorksFor', 'Zentiva Group', '2022-12-07']]
[['Fatemeh Shaebani Behbahani', 'endWorksFor', 'University Hospitals Coventry and Warwickshire NHS Trust', '2022-12-07']]
[['Lilan Bowden', 'endNotableWork', 'Andi Mack', '2022-12-07']]
[['Jean Taylor', 'startWorksFor', 'Friede Springer Stiftung', '2022-12-07']]
[['Fatemeh Shaebani Behbahani', 'endWorksFor', 'University Hospitals Coventry and Warwickshire NHS Trust', '2022-12-07']]
[['Jonathan Scott', 'startWorksFor', 'University of Kent', '2022-12-07']]
[['Filipe Teixeira', 'award', 'Master of Business Administration', '2022-12-07']]
[['Volha Khudzenka', 'award', 'Master of Business Administration', '2022-12-07']]
[['Tyler Miller', 'award', 'Master of Business Administration', '2022-12-07']]
[['Cole Hamels', 'endWorksFor', 'University of Kent', '2022-12-07']]
[['Devin Hutchinson', 'startWorksFor', 'Friede Springer Stiftung', '2022-12-08']]
[['Mohammad Irfan', 'startWorksFor', 'National Health Research Institutes', '2022-12-08']]
[['Andrew Alexander Gordon Webb', 'endWorksFor', 'University of Leeds', '2022-12-08']]
[['Sam Dunkum', 'startWorksFor', 'Xavier University of Louisiana', '2022-12-08']]
[['Ryan Hiepler', 'startWorksFor', 'Primeasia University', '2022-12-08']]
[['Katrina Hinde', 'endWorksFor', 'Ministry of Defence (United Kingdom)', '2022-12-08']]
[['Jacob Broussard', 'startWorksFor', 'Disney Television Studios', '2022-12-09']]
[['Jonathan Scott', 'endWorksFor', 'University of Kent', '2022-12-09']]
[['Triggers', 'award', 'Master of Music', '2022-12-09']]
[['Hervin Ongenda', 'award', 'Master of Business Administration', '2022-12-09']]
[['Liassine Cadamuro', 'award', 'Master of Education', '2022-12-09']]
[['Sam Dunkum', 'endWorksFor', 'Xavier University of Louisiana', '2022-12-09']]
[['Rachel Swallow', 'award', 'Master of Business Administration', '2022-12-09']]
[['Onex, Switzerland', 'startLeader', 'Lena Luthor', '2022-12-09']]
[['Jean-Jacques Muyembe-Tamfum', 'startWorksFor', 'Friede Springer Stiftung', '2022-12-09']]
[['Devin Hutchinson', 'endWorksFor', 'Friede Springer Stiftung', '2022-12-09']]
[['Mohammad Irfan', 'endWorksFor', 'National Health Research Institutes', '2022-12-09']]
[['Jacob Broussard', 'endWorksFor', 'Disney Television Studios', '2022-12-10']]
[['Hellboy (2019 film)', 'endProductionCompany', 'The Walt Disney Company', '2022-12-10']]
[['Sami Omar Amawi', 'endWorksFor', 'King Abdul Aziz University Hospital', '2022-12-10']]
[['Ryan Hiepler', 'endWorksFor', 'Primeasia University', '2022-12-10']]
[['Ferrety Sousa', 'award', 'Master of Fine Arts', '2022-12-11']]
[['Natalie Henkhaus', 'award', 'Master of Business Administration', '2022-12-11']]
[['Marseille', 'startLeader', 'Lee Kun-hee', '2022-12-11']]
[['Svelvik', 'startLeader', 'Fattah Amin', '2022-12-11']]
[['Ladina Vonzun', 'startWorksFor', 'Instituto De Investigaciones Biomédicas Alberto Sols', '2022-12-11']]
[['Nathan Davis', 'startOwns', 'Oldřich Bajer', '2022-12-11']]
[['Cong-Anh-Khanh Le', 'endWorksFor', 'Grenoble Alpes University', '2022-12-11']]
[['Kuang-Hsu Wu', 'endWorksFor', 'Institute Of Metals Research', '2022-12-11']]
[['Jean-Jacques Muyembe-Tamfum', 'endWorksFor', 'Friede Springer Stiftung', '2022-12-11']]
[['Jean-Jacques Muyembe-Tamfum', 'endWorksFor', 'Friede Springer Stiftung', '2022-12-11']]
[['Bismarck Maia', 'startWorksFor', 'Shaka Ponk', '2022-12-12']]
[['Mogga Lado', 'startWorksFor', 'Friede Springer Stiftung', '2022-12-12']]
[['Jammu and Kashmir (state)', 'startLeader', 'Fattah Amin', '2022-12-12']]
[['Jean Taylor', 'endWorksFor', 'Friede Springer Stiftung', '2022-12-12']]
[['Ana María Valenzuela-Muñiz', 'endWorksFor', 'Zentiva Group', '2022-12-12']]
[['Ladina Vonzun', 'endWorksFor', 'Instituto De Investigaciones Biomédicas Alberto Sols', '2022-12-12']]
[['Walter Dellisanti', 'award', 'Master of Business Administration', '2022-12-13']]
[['Mogga Lado', 'endWorksFor', 'Friede Springer Stiftung', '2022-12-13']]
[['Jacek Czaputowicz', 'award', 'Master of Business Administration', '2022-12-13']]
[['Mogga Lado', 'endWorksFor', 'Friede Springer Stiftung', '2022-12-13']]
[['Diederik Vg Meylemans', 'endWorksFor', 'Jessa Hospital', '2022-12-13']]
[['Cuenca Canton', 'startLeader', 'Libor Chrobok', '2022-12-13']]
[['Mogga Lado', 'endWorksFor', 'Friede Springer Stiftung', '2022-12-13']]
[['Austin Karrer', 'startWorksFor', 'Shaka Ponk', '2022-12-14']]
[['Luke Bumbalough', 'startWorksFor', 'Hewlett Packard Enterprise', '2022-12-14']]
[['Breaza', 'startLeader', 'Oldřich Bajer', '2022-12-14']]
[['Huaneng Power International', 'startLeader', 'Ibrahim Maalouf', '2022-12-14']]
[['Marseille', 'endLeader', 'Lee Kun-hee', '2022-12-14']]
[['Bestsport', 'endLeader', 'Marc Asbeck', '2022-12-14']]
[['Christopher R Hoffman', 'endWorksFor', 'Hahnemann University Hospital', '2022-12-14']]
[['Bismarck Maia', 'endWorksFor', 'Shaka Ponk', '2022-12-14']]
[['Anna Wodzińska', 'award', 'Master of Arts', '2022-12-15']]
[['Austin Karrer', 'endWorksFor', 'Shaka Ponk', '2022-12-15']]
[['Gina R Lewin', 'endWorksFor', 'University of Texas at Austin', '2022-12-15']]
[['Adrián Martínez-De La Torre', 'endWorksFor', 'Vall D\'Hebron Research Institute', '2022-12-15']]
[['Ivan Trubochkin', 'award', 'Master of Music', '2022-12-15']]
[['Clare Burgon', 'endWorksFor', 'University of Sussex', '2022-12-15']]
[['Jodie Hunter', 'endWorksFor', 'University of St Andrews', '2022-12-16']]
[['Felipe Barros', 'endWorksFor', 'Hewlett Packard Enterprise', '2022-12-16']]
[['Luke Bumbalough', 'endWorksFor', 'Hewlett Packard Enterprise', '2022-12-16']]
[['Felipe Barros', 'endWorksFor', 'Hewlett Packard Enterprise', '2022-12-16']]
[['Seve Stavroff', 'endWorksFor', 'University of St Andrews', '2022-12-17']]
[['Hai Zhang', 'endWorksFor', 'Endemol Shine Group', '2022-12-17']]
[['Marseille', 'startLeader', 'Radovan Vítek', '2022-12-17']]
[['Huaneng Power International', 'endLeader', 'Ibrahim Maalouf', '2022-12-17']]
[['Seve Stavroff', 'endWorksFor', 'University of St Andrews', '2022-12-17']]
[['Hai Zhang', 'endWorksFor', 'Endemol Shine Group', '2022-12-17']]
[['Peter D Neff', 'award', 'Master of Business Administration', '2022-12-18']]
[['Tian-Ying Chen', 'endWorksFor', 'University Hospital Leipzig', '2022-12-18']]
[['Tian-Ying Chen', 'endWorksFor', 'University Hospital Leipzig', '2022-12-18']]
[['David Klenerman', 'award', 'Master of Arts', '2022-12-19']]
[['Lucian Filip', 'endWorksFor', 'I.M.O.R.E.P', '2022-12-19']]
[['Guille Rubio', 'award', 'Master of Business Administration', '2022-12-19']]
[['Jammu and Kashmir (state)', 'endLeader', 'Fattah Amin', '2022-12-19']]
[['Bolton Council', 'endLeader', 'Oldřich Bajer', '2022-12-19']]
[['Elijah Barnes', 'endWorksFor', 'University of St Andrews', '2022-12-19']]
[['Christopher R Hoffman', 'endWorksFor', 'I.M.O.R.E.P', '2022-12-19']]
[['ConocoPhillips', 'endLeader', 'Libor Chrobok', '2022-12-20']]
[['Rømskog', 'endLeader', 'Jensen Huang', '2022-12-21']]
[['Dyn Tedes', 'startLeader', 'Lena Luthor', '2022-12-21']]
[['Breaza', 'endLeader', 'Oldřich Bajer', '2022-12-21']]
[['Giacomo dalla Torre del Tempio di Sanguinetto', 'award', 'Master of Arts', '2022-12-22']]
[['Dakota Mathias', 'award', 'Master of Arts', '2022-12-22']]
[['Trinity', 'endManufacturer', 'The Walt Disney Company', '2022-12-23']]
[['Janka Kupala National Theatre', 'endLeader', 'Radovan Vítek', '2022-12-23']]
[['Shin Kawano', 'award', 'Doctor of Philosophy', '2022-12-24']]
[['Dyn Tedes', 'endLeader', 'Lena Luthor', '2022-12-24']]
[['Nikolay Baskov', 'award', 'Master of Business Administration', '2022-12-24']]
[['Verran', 'startLeader', 'Nick Benninger', '2022-12-24']]
[['Quito Canton', 'endLeader', 'Lee Kun-hee', '2022-12-24']]
[['Malik Nichols', 'award', 'Master of Fine Arts', '2022-12-25']]
[['Qərib Baxşəliyev', 'award', 'Master of Music', '2022-12-25']]
[['Lydia Wegemund', 'award', 'Master of Arts', '2022-12-25']]
[['Verran', 'endLeader', 'Nick Benninger', '2022-12-25']]
[['Marseille', 'endLeader', 'Radovan Vítek', '2022-12-26']]
[['Jared Rice', 'award', 'Master of Education', '2022-12-27']]
[['Mány', 'endLeader', 'Amir Haddad', '2022-12-27']]
[['Elijah Hardy', 'award', 'Master of Business Administration', '2022-12-27']]
[['Onex, Switzerland', 'endLeader', 'Lena Luthor', '2022-12-29']]
[['Valluércanes', 'startLeader', 'Libor Chrobok', '2022-12-29']]
[['Onex, Switzerland', 'endLeader', 'Lena Luthor', '2022-12-29']]
[['Voice Of Prague', 'endLeader', 'Radovan Vítek', '2022-12-30']]
[['Svelvik', 'endLeader', 'Fattah Amin', '2022-12-31']]
