[['Ruth Davis (basketball)', 'award', 'Pac-12 Conference Women\'s Basketball Player of the Year', '2015-01-01']]
[['Milad Asgarpour Khansary', 'startWorksFor', 'City University of Hong Kong', '2017-11-01']]
[['Mirko Rocci', 'endWorksFor', 'Scuola Normale Superiore di Pisa', '2017-11-14']]
[['Aisling Macken', 'endWorksFor', 'University of Glasgow', '2018-11-30']]
[['Nabil-Fareed Alikhan', 'endWorksFor', 'University Of Warwick Warwick Medical School', '2018-11-30']]
[['Serge Planes', 'award', 'Knight Of The National Order Of Merit', '2018-11-15']]
[['Antonio Capretti', 'endWorksFor', 'University of Amsterdam', '2018-11-30']]
[['Tehran', 'endLeader', 'Mohammad-Ali Afshani', '2018-11-17']]
[['Sam Van Horne', 'endWorksFor', 'University of Delaware', '2018-11-01']]
[['Jordan T Lloyd', 'endWorksFor', 'University of Auckland', '2018-11-02']]
[['Béatrice Abollivier', 'award', 'Commander Of The National Order Of Merit', '2018-11-15']]
[['Lison Fanuel', 'endWorksFor', 'Lumière University Lyon 2', '2018-11-22']]
[['Pirouz Hanachi', 'startWorksFor', 'Tehran Municipality', '2018-11-28']]
[['Flávio Adriano Borges', 'endWorksFor', 'Federal University of São Carlos', '2018-11-25']]
[['Yu Zhuang', 'endWorksFor', 'City University of Hong Kong', '2018-11-30']]
[['Margaux Mombled', 'endWorksFor', 'University of Bordeaux', '2018-11-15']]
[['Meriem Hasmim', 'endWorksFor', 'Institut Gustave Roussy', '2018-11-06']]
[['Bø, Telemark', 'startLeader', 'Borgar Torbjørn Kaasa', '2018-11-01']]
[['Chelyabinsk', 'endLeader', 'Yevgeny Teftelev', '2018-11-15']]
[['Täby Municipality', 'startLeader', 'Erik Andersson', '2018-11-06']]
[['Maria Francesca Manca', 'startWorksFor', 'Agence Régionale De Santé De Bourgogne-Franche-Comté', '2018-11-02']]
[['Sheng-Hsiang Lin', 'startWorksFor', 'National Taiwan University', '2018-11-01']]
[['Leonardo Hinojosa', 'startWorksFor', 'Escuela Superior Politécnica Del Chimborazo', '2018-11-01']]
[['Andrew G Cairns', 'endWorksFor', 'Umeå University', '2018-11-01']]
[['1. FC Köln', 'endLeader', 'Armin Veh', '2019-11-08']]
[['Gabriela Gonçalves Amaral', 'startWorksFor', 'Federal University of São João del-Rei', '2019-11-01']]
[['David Tomé-Lourido', 'endWorksFor', 'University of Vigo', '2019-11-01']]
[['Alvaro Gonzalez-Rajal', 'startWorksFor', 'Anzac Research Institute', '2019-11-01']]
[['Anna Starzyńska', 'startAcademicDegree', 'Scientific Professorship Degree', '2019-11-28']]
[['Roldan M De Guia', 'endWorksFor', 'Keio University', '2019-11-30']]
[['Romain Salles De Saint-Paul', 'award', 'Mort pour la France', '2019-11-29']]
[['Roger Scruton', 'award', 'Commemorative Medal Of The Czech Senate', '2019-11-15']]
[['Francesco F Summa', 'startWorksFor', 'University of Salerno', '2019-11-01']]
[['Rakesh Bam', 'endWorksFor', 'Stanford University', '2019-11-17']]
[['Jakub Wódka', 'startAcademicDegree', 'Habilitation', '2019-11-29']]
[['Romain Pelletier', 'startWorksFor', 'Rennes University Hospital', '2019-11-05']]
[['Adan Santiago', 'startWorksFor', 'Hearty Channel And Blue Star Entertainment Philippines Film', '2019-11-10']]
[['Antoine Serre', 'award', 'Mort pour la France', '2019-11-29']]
[['Baja California', 'startLeader', 'Jaime Bonilla Valdez', '2019-11-01']]
[['Kızıltepe', 'endLeader', 'Nilüfer Elik Yılmaz', '2019-11-04']]
[['Clément Frison-Roche', 'award', 'Mort pour la France', '2019-11-29']]
[['West Betuwe', 'endLeader', 'Harry Keereweer', '2019-11-21']]
[['Jilin', 'endLeader', 'Jing Junhai', '2020-11-25']]
[['Kherson', 'startLeader', 'Ihor Kolykhaiev', '2020-11-27']]
[['Boyang Ji', 'endWorksFor', 'Technical University of Denmark', '2020-11-30']]
[['Mylan', 'endLeader', 'Heather Bresch', '2020-11-01']]
[['Radosław Gruk', 'award', 'Gold Cross Of Merit‎ (Poland)', '2020-11-12']]
[['ING Australia', 'endLeader', 'Uday Sareen', '2020-11-15']]
[['University of Ibadan', 'endLeader', 'Abel Idowu Olayinka', '2020-11-30']]
[['Adamclisi', 'endLeader', 'Dorina-Cicilia Șerbănescu', '2021-11-15']]
[['Northern Cyprus', 'startLeader', 'Faiz Sucuoğlu', '2021-11-05']]
[['Sophie Brocas', 'award', 'Officer Of The National Order Of Merit', '2021-11-24']]
[['Västmanland County', 'endLeader', 'Minoo Akhtarzand', '2021-11-30']]
[['Sherbrooke', 'endLeader', 'Steve Lussier', '2021-11-01']]
[['Leo Pharma', 'endLeader', 'Catherine Mazzacco', '2021-11-30']]
[['Baja California', 'endLeader', 'Jaime Bonilla Valdez', '2021-11-01']]
[['Victor Vescovo', 'endOwns', 'USNS Indomitable (T-AGOS-7)', '2022-11-01']]
[['17Th Constitutional Government Of São Tomé And Príncipe', 'endLeader', 'Jorge Bom Jesus', '2022-11-14']]
[['Anne Fagot-Largeault', 'award', 'Grand Officer Of The National Order Of Merit', '2022-11-23']]
[['Md Anirban Jyoti', 'endWorksFor', 'University of Nottingham', '2022-11-01']]
[['Bożenna Dembowska-Bagińska', 'startAcademicDegree', 'Scientific Professorship Degree', '2022-11-21']]
[['Pedro Santos (footballer, born 1988)', 'startMemberOf', 'Columbus Crew', '2022-11-23']]
[['Rubén Yáñez', 'startMemberOf', 'Málaga CF', '2022-11-06']]
[['Bill Tuiloma', 'startMemberOf', 'Portland Timbers', '2022-11-11']]
[['Almirall', 'endLeader', 'Gianfranco Nazzi', '2022-11-02']]
[['Yevgeny Krasnov', 'startMemberOf', 'FC Vitebsk', '2022-11-12']]
[['Vladislav Davydov', 'startMemberOf', 'FC Vitebsk', '2022-11-12']]
[['Richie Poulton', 'award', 'Rutherford Medal (Royal Society of New Zealand)', '2022-11-01']]
[['Derek Cornelius', 'startMemberOf', 'Panetolikos F.C.', '2022-11-27']]
[['Ali Assadalla', 'startMemberOf', 'Qatar national football team', '2022-11-09']]
[['FTX', 'endLeader', 'Sam Bankman-Fried', '2022-11-11']]
[['Premesh S Lowe', 'startWorksFor', 'Brunel University London', '2015-12-01']]
[['Lonesome Malambo', 'endWorksFor', 'Virginia Tech', '2015-12-31']]
[['Gavin Surgey', 'endWorksFor', 'South African National Aids Council', '2015-12-31']]
[['Kenneth Lee', 'startWorksFor', 'University of Tasmania', '2015-12-07']]
[['Clarissa Spataro', 'startWorksFor', 'Istituto Oncologico Della Svizzera Italiana', '2015-12-01']]
[['Beata S Lipska-Ziętkiewicz', 'startAcademicDegree', 'Habilitation', '2015-12-03']]
[['Ross Mounce', 'startWorksFor', 'University of Cambridge', '2015-12-01']]
[['Pamela Parada Fernández', 'endWorksFor', 'Álava Foral Council', '2015-12-19']]
[['René Schlegelmilch', 'endWorksFor', 'Max Planck Institute for Research on Collective Goods', '2015-12-31']]
[['Laura Mancera', 'endWorksFor', 'Ecopetrol', '2015-12-30']]
[['Hanadi Abd Alrahman Ali Ananbeh', 'startWorksFor', 'Central European Institute of Technology', '2015-12-01']]
[['Giovana Colucci', 'endWorksFor', 'Federal University of Technology – Paraná', '2015-12-01']]
[['Jun He', 'startWorksFor', 'University of New South Wales', '2015-12-01']]
[['Matteo Tiecco', 'endWorksFor', 'University of Perugia', '2015-12-02']]
[['Agglomeration Community Of Mont-Valérien', 'endLeader', 'Patrick Ollier', '2015-12-31']]
[['Anna Brożek', 'startAcademicDegree', 'Habilitation', '2015-12-07']]
[['Ramzan Kadyrov', 'startAcademicDegree', 'Doctor Of Economics', '2015-12-26']]
[['Chaco Province', 'endLeader', 'Jorge Capitanich', '2015-12-10']]
[['Joseph Govan', 'endWorksFor', 'Trinity College Dublin', '2015-12-23']]
[['French Cooperation Office, Pyongyang', 'startLeader', 'Jean-François Fitou', '2015-12-10']]
[['French Cooperation Office, Pyongyang', 'endLeader', 'Emmanuel Rousseau', '2015-12-10']]
[['Panagiotis Kakosimos', 'endWorksFor', 'University of Manchester', '2015-12-09']]
[['Lap Hing Chi', 'startWorksFor', 'University of Melbourne', '2015-12-01']]
[['Suzan Ruijtenberg', 'startWorksFor', 'Hubrecht Institute', '2015-12-01']]
[['University of Ibadan', 'startLeader', 'Abel Idowu Olayinka', '2015-12-01']]
[['Kartik P Iyer', 'endWorksFor', 'University of Rome Tor Vergata', '2016-12-31']]
[['Albeștii de Muscel', 'endLeader', 'Cătălin Manta', '2016-12-13']]
[['Joana Pinho', 'endWorksFor', 'Toulouse School of Economics', '2016-12-31']]
[['Piotr Wegrzyn', 'startAcademicDegree', 'Scientific Professorship Degree', '2016-12-02']]
[['Rafael Gomes De Souza', 'endWorksFor', 'Federal University of Uberlândia', '2016-12-12']]
[['Joni Roberts', 'endWorksFor', 'University of Mississippi', '2016-12-16']]
[['Clueso', 'award', '1 Live Krone', '2016-12-01']]
[['Keven Alemán', 'startMemberOf', 'Deportivo Saprissa', '2016-12-20']]
[['Chloé Bulleux', 'award', 'Knight Of The National Order Of Merit', '2016-12-01']]
[['L Christine Schreiner', 'endWorksFor', 'Hospital for Sick Children (Toronto)', '2016-12-31']]
[['Laura Andrian Leal', 'startWorksFor', 'Hospital São Francisco', '2016-12-05']]
[['Marzena Liedke', 'startAcademicDegree', 'Habilitation', '2016-12-15']]
[['Irina Brook', 'award', 'Knight Of The Legion Of Honour', '2016-12-30']]
[['Maud Darsonval', 'endWorksFor', 'University of Pau and the Adour Region', '2016-12-31']]
[['Camille Trautman', 'endWorksFor', 'Tarleton State University', '2016-12-10']]
[['Michael Rießler', 'endWorksFor', 'University of Helsinki', '2016-12-31']]
[['Luis Gamella Pozuelo', 'endWorksFor', 'Spanish National Research Council', '2016-12-31']]
[['Katherine Fennelly', 'endWorksFor', 'University of Sheffield', '2016-12-31']]
[['Xiaoxi Dong', 'startWorksFor', 'Harvard Medical School', '2016-12-19']]
[['Ligang Sun', 'endWorksFor', 'University of Texas Rio Grande Valley', '2016-12-31']]
[['Rob Kardashian', 'endNotableWork', 'Rob & Chyna', '2016-12-18']]
[['Miriam A. Vogt', 'endWorksFor', 'Tübingen University Hospital', '2016-12-31']]
[['Isabelle Lecomte', 'endWorksFor', 'University of Oslo', '2016-12-31']]
[['Wei Liu', 'startWorksFor', 'Duke University', '2016-12-13']]
[['Santa Maria, Rio Grande do Sul', 'endLeader', 'Jose Haidar Farret', '2016-12-31']]
[['Floriaan Devloo-Delva', 'endWorksFor', 'CSIRO Marine and Atmospheric Research', '2016-12-31']]
[['Fifth National Government of New Zealand', 'startLeader', 'Bill English', '2016-12-12']]
[['Days', 'endProductionCompany', 'MAPPA', '2016-12-18']]
[['Janusz Skrzypecki', 'startAcademicDegree', 'Doctorate', '2016-12-15']]
[['Ouma Simple', 'endWorksFor', 'Gulu University Faculty Of Medicine', '2016-12-31']]
[['Leo Grossrubatscher', 'endWorksFor', 'Medical University of Innsbruck', '2016-12-13']]
[['Volha Khudzenka', 'award', 'Order of Honor (Belarus)', '2016-12-13']]
[['Malene Friis Hansen', 'startWorksFor', 'University of Copenhagen', '2016-12-01']]
[['Guy Feraru', 'startWorksFor', 'Lady Davis Carmel Medical Center', '2016-12-01']]
[['Mahmut Dirican', 'endWorksFor', 'Abdullah Gül University', '2016-12-30']]
[['Danièle Sallenave', 'award', 'Officer Of The Legion Of Honour', '2016-12-30']]
[['Krasnodar', 'startLeader', 'Yevgeny Pervyshov', '2016-12-08']]
[['Guadalajara', 'endLeader', 'Enrique Alfaro Ramírez', '2017-12-17']]
[['1. FC Köln', 'startLeader', 'Armin Veh', '2017-12-11']]
[['Dulce H Gomez', 'endWorksFor', 'San Francisco State University', '2017-12-01']]
[['Daniel Martín', 'startWorksFor', 'Biocruces Health Research Institute', '2017-12-01']]
[['Rissa, Norway', 'endLeader', 'Liv Darell', '2017-12-31']]
[['First Kurz government', 'startLeader', 'Sebastian Kurz', '2017-12-18']]
[['Sara Pischedda', 'endWorksFor', 'Fundación Ramón Domínguez', '2017-12-31']]
[['Hongming Lyu', 'endWorksFor', 'Rice University', '2017-12-01']]
[['Hüseyin İlter', 'startWorksFor', 'Ministry of Health (Turkey)', '2017-12-17']]
[['Giovanni B. Andornino', 'startWorksFor', 'European University Institute', '2017-12-01']]
[['Aaron Blandino Ortiz', 'endWorksFor', 'Clínica Quirón La Floresta', '2017-12-29']]
[['Tjøme', 'endLeader', 'Bente Kleppe Bjerke', '2017-12-31']]
[['Omsk', 'startLeader', 'Oksana Fadina', '2017-12-08']]
[['Yei-Chen Lai', 'startWorksFor', 'National Tsing Hua University', '2017-12-07']]
[['Sarah Green', 'endWorksFor', 'Queen Mary University Of London - Whitechapel Campus', '2017-12-01']]
[['Loveland, Ohio', 'startLeader', 'Kathy Bailey', '2017-12-04']]
[['Tom Hendriks', 'endWorksFor', 'University of Groningen', '2017-12-31']]
[['Melanie Baak', 'endWorksFor', 'Flinders University', '2017-12-20']]
[['Se-Kyu Oh', 'endWorksFor', 'Korea University', '2017-12-31']]
[['Zhou Lu', 'startWorksFor', 'Jinan University', '2017-12-01']]
[['Roberto Romano', 'endWorksFor', 'University of São Paulo', '2017-12-21']]
[['Hof, Vestfold', 'endLeader', 'Mette Måge Olsen', '2017-12-31']]
[['Sarah Wennmacker', 'endWorksFor', 'Radboud University Medical Center', '2017-12-31']]
[['Mingda Li', 'endWorksFor', 'Massachusetts Institute of Technology', '2017-12-31']]
[['Fang-Xin Wang', 'endWorksFor', 'Southern University of Science and Technology', '2017-12-17']]
[['Leksvik', 'endLeader', 'Steinar Saghaug', '2017-12-31']]
[['Laura Montanini', 'endWorksFor', 'Marche Polytechnic University', '2017-12-31']]
[['Lardal', 'endLeader', 'Knut Olav Omholt', '2017-12-31']]
[['Martina Peter', 'endWorksFor', 'Swiss Federal Institute for Forest, Snow and Landscape Research', '2018-12-31']]
[['Nina K Wenke', 'endWorksFor', 'Technical University of Munich', '2018-12-31']]
[['Raphaël Varane', 'award', 'Knight Of The Legion Of Honour', '2018-12-31']]
[['Muhammed Usman', 'endWorksFor', 'ETH Zurich', '2018-12-31']]
[['Sakhalin Oblast', 'startLeader', 'Valery Limarenko', '2018-12-07']]
[['Fernando David Sanchez Mora', 'endWorksFor', 'University of Florida', '2018-12-21']]
[['17Th Constitutional Government Of São Tomé And Príncipe', 'startLeader', 'Jorge Bom Jesus', '2018-12-03']]
[['Établissement Public Du Palais De Justice De Paris', 'endLeader', 'Marie-Luce Bousseton', '2018-12-27']]
[['Bashkortostan', 'endLeader', 'Rustem Mardanov', '2018-12-03']]
[['Nieves Cubo', 'endWorksFor', 'TU Dresden', '2018-12-31']]
[['Sundbyberg Municipality', 'endLeader', 'Mikael T. Eriksson', '2018-12-01']]
[['Florentino Luciano Caetano Dos Santos', 'endWorksFor', 'University of Tampere', '2018-12-01']]
[['Sergio Guerrero-Castillo', 'endWorksFor', 'Radboud University Medical Center', '2018-12-31']]
[['Przemyslaw Sikora', 'startAcademicDegree', 'Habilitation', '2018-12-12']]
[['Bramwel Waswa Wanjala', 'endWorksFor', 'International Potato Center', '2018-12-30']]
[['Hongbo Wang', 'startWorksFor', 'University of Electronic Science and Technology of China', '2018-12-30']]
[['Kaohsiung', 'startLeader', 'Han Kuo-yu', '2018-12-25']]
[['Abigail L Savage', 'endWorksFor', 'University of Liverpool', '2018-12-31']]
[['Police of the Czech Republic', 'startLeader', 'Jan Svejdar', '2018-12-01']]
[['Kaisa Litonius', 'endWorksFor', 'University of Helsinki', '2018-12-21']]
[['Azadeh Mohammadi', 'endWorksFor', 'University of Cambridge', '2018-12-01']]
[['Hongming Yi', 'endWorksFor', 'National Institute of Standards and Technology', '2018-12-31']]
[['Adnan Kisa', 'endWorksFor', 'University of Oslo', '2018-12-31']]
[['Agglomeration community of Le Havre', 'endLeader', 'Luc Lemonnier', '2018-12-31']]
[['Andrea Muolo', 'startWorksFor', 'ETH Zurich', '2018-12-05']]
[['Fuchien Province, Republic of China', 'endLeader', 'Chang Ching-sen', '2018-12-31']]
[['Jenni Inkinen', 'endWorksFor', 'University of Eastern Finland', '2018-12-31']]
[['Shona M Strachan', 'startWorksFor', 'Pirbright Institute', '2018-12-10']]
[['Nicholas Matheson', 'endWorksFor', 'Massachusetts Institute of Technology', '2018-12-31']]
[['Leigh Whitehead', 'endWorksFor', 'CERN', '2018-12-01']]
[['Sagar M Patel', 'endWorksFor', 'University of Nebraska–Lincoln', '2018-12-01']]
[['Radovan Vítek', 'startOwns', 'CPI Property Group', '2018-12-31']]
[['Täby Municipality', 'endLeader', 'Leif Gripestam', '2018-12-31']]
[['Mandal (municipality)', 'endLeader', 'Alf Erik Andersen', '2019-12-31']]
[['Norbertas Noreika', 'endWorksFor', 'Swedish University of Agricultural Sciences', '2019-12-31']]
[['Orkdal', 'endLeader', 'Oddbjørn Bang', '2019-12-31']]
[['Meland', 'endLeader', 'Øyvind Helland Oddekalv', '2019-12-31']]
[['Vikna', 'endLeader', 'Amund Hellesø', '2019-12-31']]
[['Ballangen', 'endLeader', 'Per Kristian Arntzen', '2019-12-31']]
[['Eide', 'endLeader', 'Egil Karstein Strand', '2019-12-31']]
[['Fosnes', 'endLeader', 'Trygve Jonny Sandvik', '2019-12-31']]
[['Alexander Chota', 'endWorksFor', 'University of Johannesburg', '2019-12-12']]
[['S Cook', 'endWorksFor', 'Deakin University', '2019-12-01']]
[['Giacomo dalla Torre del Tempio di Sanguinetto', 'award', 'Order Of Stara Planina', '2019-12-05']]
[['Charles Tapley Hoyt', 'startAcademicDegree', 'Doctor of Philosophy', '2019-12-03']]
[['D F Marques', 'endWorksFor', 'Rede De Química E Tecnologia', '2019-12-01']]
[['Santa Rosa de Calamuchita', 'startLeader', 'Claudio Chavero', '2019-12-10']]
[['Anna Pulakka', 'endWorksFor', 'Turku University Hospital', '2019-12-31']]
[['Tait Bowers', 'startAcademicDegree', 'Doctor of Philosophy', '2019-12-01']]
[['Antoine Serre', 'award', 'Knight Of The Legion Of Honour', '2019-12-02']]
[['Thomas O Auer', 'endWorksFor', 'University of Lausanne', '2019-12-31']]
[['Zili Huang', 'endWorksFor', 'International Finance Corporation', '2019-12-22']]
[['Daniela P Pacheco', 'endWorksFor', 'Polytechnic University of Milan', '2019-12-13']]
[['Alexandra Sunduchkova', 'award', 'Master Of Sports Of International Class', '2019-12-27']]
[['Tomasz Białowąs', 'startAcademicDegree', 'Habilitation', '2019-12-19']]
[['Carlos Renero-Lecuna', 'endWorksFor', 'Instituto De Investigación Marqués De Valdecilla', '2019-12-25']]
[['Charles Tapley Hoyt', 'endWorksFor', 'University of Bonn', '2019-12-31']]
[['Romain Chomel De Jarnieu', 'award', 'Knight Of The Legion Of Honour', '2019-12-02']]
[['Tyler Gorrie-Stone', 'endWorksFor', 'University of Essex', '2019-12-01']]
[['McKenzie Milton', 'startAcademicDegree', 'Bachelor of Science', '2019-12-13']]
[['Réka Sexty', 'endWorksFor', 'University Hospital Bonn', '2020-12-01']]
[['Md Munnaf Hossen', 'endWorksFor', 'Shenzhen University', '2020-12-31']]
[['Zahir Feyzullayev', 'award', 'For military services medal', '2020-12-30']]
[['Irina Donnik', 'award', 'Order of Friendship', '2020-12-28']]
[['Dursun Menafli', 'award', 'For the Liberation of Sugovushan Medal', '2020-12-29']]
[['Jean-Claude Narcy', 'award', 'Grand Officer Of The National Order Of Merit', '2020-12-31']]
[['Natalie Henkhaus', 'endWorksFor', 'American Society Of Plant Biologists', '2020-12-23']]
[['Sebastian Lempert', 'endAcademicDegree', 'Doctor Of Political Science', '2020-12-01']]
[['Michael Baker (epidemiologist)', 'award', 'Member Of The New Zealand Order Of Merit', '2020-12-31']]
[['Diego Arauna', 'endWorksFor', 'University of Talca', '2020-12-31']]
[['Nail İbrahimli', 'award', 'For the Liberation of Shusha Medal', '2020-12-29']]
[['Shahin Jafarli', 'award', 'For the Liberation of Kalbajar Medal', '2020-12-29']]
[['Valérie Cabuil', 'award', 'Commander Of The National Order Of Merit', '2020-12-31']]
[['Arif Qeybiyev', 'award', 'Medal \'For Their Homeland\'', '2020-12-15']]
[['Éléonore De Lacharrière', 'award', 'Officer Of Arts And Letters', '2020-12-18']]
[['Christine Maugüé', 'award', 'Commander Of The National Order Of Merit', '2020-12-31']]
[['Human', 'endManufacturer', 'Mapbox', '2020-12-16']]
[['Beyrak Fezullayev', 'award', 'Medal \'For Their Homeland\'', '2020-12-15']]
[['Yong Ding', 'endWorksFor', 'École Polytechnique Fédérale de Lausanne', '2021-12-01']]
