[['Osniel Melgarejo', 'endMemberOf', 'Panathinaikos V. C.', '2026-01-01'], ['Coralie Lassource', 'endMemberOf', 'Apollo College Of Veterinary Medicine U002C Jaipur', '2026-01-01'], ['Raúl González ( handballer)', 'endMemberOf', 'BM Granollers', '2026-01-04'], ['Sabina Jacobsen', 'endMemberOf', 'Ikast Håndbold', '2026-01-31']]
[['Gisela Oliveira', 'endWorksFor', 'Directorate-General for Communications Networks, Content and Technology', '2026-11-12'], ['Yecheng Zhou', 'endWorksFor', 'Southern University of Science and Technology', '2026-11-13'], ['Jingnan Guo', 'endWorksFor', 'University of Genoa', '2026-11-13'], ['Joseph P Salisbury', 'endWorksFor', 'TIAX', '2026-11-14']]
[['Marko Klobučar', 'endMemberOf', 'Swinburne University of Technology', '2026-11-16'], ['Rémi Quirion', 'startMemberOf', 'German Research Foundation', '2026-11-16'], ['Rasim Yılmazer', 'endWorksFor', 'Leonard M. Miller School of Medicine', '2026-11-16'], ['Halit Tanju Besler', 'endWorksFor', 'Hacettepe University', '2026-11-16']]
[['Pawel Nowakowski', 'endWorksFor', 'University of Nantes', '2026-11-17'], ['Daniel J Spencer', 'endWorksFor', 'Brigham and Women\' s Hospital', '2026-11-17'], ['Muhammad Sohail', 'endWorksFor', 'Dalian Institute of Chemical Physics', '2026-11-18'], ['Zixing Dong', 'endWorksFor', 'Tianjin University Of Science And Technology - Tianjin Economic And Technological Development Area Campus', '2026-11-18']]
[['Xiaolong Zhou', 'endWorksFor', 'University of Miami', '2026-11-18'], ['Alessandro Venosa', 'endWorksFor', 'Rutgers University– New Brunswick', '2026-11-18'], ['Pekka A Postila', 'endWorksFor', 'Åbo Akademi University', '2026-11-18'], ['Bartosz Marzec', 'endWorksFor', 'University of Edinburgh', '2026-11-19']]
[['Pakhee Aggarwal', 'endWorksFor', 'Lady Hardinge Medical College', '2026-11-19'], ['Nozomu Takata', 'startMemberOf', 'Florida Fish and Wildlife Conservation Commission', '2026-11-19'], ['Isao Mizota', 'endMemberOf', 'East Carolina Pirates men\' s basketball', '2026-11-20'], ['Alexandre Torchio Dias', 'endWorksFor', 'Hospital das Clínicas da Universidade de São Paulo', '2026-11-20']]
[['Shantanu V Lale', 'endWorksFor', 'Texas Tech University', '2026-11-23'], ['Sonja Frölich', 'endMemberOf', 'University of Lisbon', '2026-11-23'], ['Dmitri R Davydov', 'endMemberOf', 'Manchester Institute of Biotechnology', '2026-11-23'], ['Yanina Timasheva', 'endWorksFor', 'Albert Einstein College of Medicine', '2026-11-23']]
[['Jungwon Yoon', 'endWorksFor', 'Gyeongsang National University', '2026-11-23'], ['Jae Hwa Yoo', 'endWorksFor', 'Soonchunhyang University Hospital', '2026-11-23'], ['M U002E Gabriela Bernardo-Gil', 'endWorksFor', 'Instituto Superior Técnico', '2026-11-23'], ['Katerina Christofidou', 'endWorksFor', 'University of Manchester', '2026-11-23']]
[['Santiago Guerrero', 'endWorksFor', 'Institut de biologie moléculaire et cellulaire', '2026-11-23'], ['Sarah Scott', 'endWorksFor', 'University of Aberdeen', '2026-11-23'], ['Din-Chi Chiu', 'endWorksFor', 'National Taiwan University', '2026-11-23'], ['Kabgyun Jeong', 'startWorksFor', 'BC Minsk', '2026-11-24']]
[['Zakri Ghazalli', 'endWorksFor', 'Universiti Teknikal Malaysia Melaka', '2026-11-26'], ['Kristin A Riggsbee', 'startMemberOf', 'BC Nevėžis', '2026-11-26'], ['Linqing Miao', 'startMemberOf', 'Serbia national football team generic instance', '2026-11-26'], ['Phyllis Liang', 'endWorksFor', 'Singapore Institute of Technology', '2026-11-27']]
[['Achim Klug', 'endWorksFor', 'Ludwig Maximilian University of Munich', '2026-11-27'], ['João Pedro Sousa Martins', 'startMemberOf', 'Finland national football team', '2026-11-28'], ['Mahendar Lodi', 'endWorksFor', 'University of York', '2026-11-28'], ['Lauren S Baron', 'endWorksFor', 'Rosetta Stone Inc.', '2026-11-29']]
[['Cedric Rocha Leão', 'startWorksFor', 'National Atmospheric Research Laboratory', '2026-12-01'], ['Daniel K Mulkey', 'endWorksFor', 'University of Connecticut', '2026-12-01'], ['Marc Lazaro', 'endWorksFor', 'Applus+ IDIADA', '2026-12-01'], ['Changhyun Roh', 'endWorksFor', 'Auburn University', '2026-12-01']]
[['Luna De Ferrari', 'endWorksFor', 'University of Missouri School of Medicine', '2026-12-01'], ['Lynne Zeldenryk', 'endWorksFor', 'James Cook University', '2026-12-01'], ['Shahdab Almelkar', 'endWorksFor', 'National Institute of Virology', '2026-12-01'], ['Stephan Westphal', 'endWorksFor', 'University of Göttingen', '2026-12-01']]
[['Nael G Yasri', 'startWorksFor', 'German Research Foundation', '2026-12-01'], ['Franklin D Echevarria', 'endWorksFor', 'Case Western Reserve University', '2026-12-01'], ['Amy J Xu', 'endWorksFor', 'Memorial Sloan Kettering Cancer Center', '2026-12-01'], ['Angela D U0027 Ascola', 'endWorksFor', 'University of Messina', '2026-12-01']]
[['Silvia Fasciano', 'startMemberOf', 'German Research Foundation', '2026-12-01'], ['André Goulart', 'endMemberOf', 'German Research Foundation', '2026-12-01'], ['Gokhan Ertaylan', 'endWorksFor', 'University of Luxembourg', '2026-12-01'], ['Eva Zafra Aparici', 'endWorksFor', 'Tarragona City Hall', '2026-12-01']]
[['Gideon Maas', 'endWorksFor', 'University of Plymouth', '2026-12-01'], ['A T Nguyen', 'startWorksFor', 'Agriculture and Agri-Food Canada', '2026-12-01'], ['Fuyou Fu', 'endWorksFor', 'University of Chicago', '2026-12-01'], ['Gustavo Aires De Arruda', 'startMemberOf', 'South Sydney Rabbitohs', '2026-12-01']]
[['Kalyan Ramesh', 'endWorksFor', 'University of Hyderabad', '2026-12-01'], ['Ana S U002E Sousa', 'startWorksFor', 'German Research Foundation', '2026-12-01'], ['Belal Aldabbour', 'startMemberOf', 'Amager Hospital', '2026-12-01'], ['Glen R Guerra', 'startWorksFor', 'German Research Foundation', '2026-12-01']]
[['Diego A Castellanos', 'endWorksFor', 'La Salle University, Colombia', '2026-12-04'], ['Susan Mason', 'endWorksFor', 'University of Glasgow', '2026-12-04'], ['R Saravanakumar', 'endWorksFor', 'Hiroshima University', '2026-12-04'], ['Andrew Gait', 'endWorksFor', 'University of Manchester', '2026-12-07']]
[['Ponnala Vimal Mosahari', 'endMemberOf', 'Conseil National De L U0027 Ordre Des Médecins', '2026-12-10'], ['Thais Devincenzi', 'endWorksFor', 'Rio Grande do Sul State University', '2026-12-15'], ['Sara Costa', 'endWorksFor', 'University of Aveiro', '2026-12-17'], ['Benjamin Sanchez', 'startWorksFor', 'German Research Foundation', '2026-12-20']]
[['Xiao-Yun Yan', 'endWorksFor', 'Xiamen University', '2026-12-20'], ['Elizabeth C Wescott', 'endWorksFor', 'Duke University Human Vaccine Institute', '2026-12-29'], ['Vincent Mariage', 'endWorksFor', 'University of Versailles Saint-Quentin-en-Yvelines', '2026-12-29'], ['Constantine Zacharioudakis', 'endWorksFor', 'Guy\' s and St Thomas\' NHS Foundation Trust', '2026-12-29']]
[['Leslie Reti', 'endWorksFor', 'La Trobe University', '2026-12-29'], ['Mar Petit-Pedrol', 'endWorksFor', 'Institut D U0027 Investigacions Biomèdiques August Pi I Sunyer', '2026-12-29'], ['Yao-Jan Wu', 'endWorksFor', 'Saint Louis University', '2026-12-29'], ['António M P Ribeiro', 'endWorksFor', 'Aveiro Institute Of Materials', '2026-12-29']]
[['Stuart Biddle', 'startWorksFor', 'German Research Foundation', '2026-12-29'], ['Wei Lin Leong', 'endWorksFor', 'Institute Of Materials Research And Engineering', '2026-12-29'], ['Peng Yang', 'endWorksFor', 'University of Wyoming', '2026-12-29'], ['Derek M U002E Griffith', 'endWorksFor', 'University of Michigan', '2026-12-29']]
[['Mehmet F Bastug', 'endWorksFor', 'Ontario Tech University', '2026-12-30'], ['Andrew Wommack', 'endWorksFor', 'Massachusetts Institute of Technology', '2026-12-31'], ['Sergio A U002E Costa', 'endWorksFor', 'University of Nebraska Medical Center', '2026-12-31'], ['Alka Singh', 'endWorksFor', 'South Asian University', '2026-12-31']]
[['Kazuya Toriumi', 'endWorksFor', 'University of Texas Southwestern Medical Center', '2026-12-31'], ['Xiana Bueno', 'endWorksFor', 'Centre For Demographic Studies', '2026-12-31'], ['Guoan Zhang', 'endWorksFor', 'Nantong University', '2026-12-31'], ['Axel Künstner', 'endWorksFor', 'Max Planck Institute for Developmental Biology', '2026-12-31']]
[['Yalong Yang', 'endWorksFor', 'Monash University, Caulfield campus', '2026-12-31'], ['Rogena Sterling', 'endMemberOf', 'Uno-X Pro Cycling Team ( men\' s team)', '2026-12-31'], ['Catherine A Freije', 'endMemberOf', 'Duke University Medical Center', '2026-12-31'], ['Nobuko Fukuda', 'endMemberOf', 'Instituto Gulbenkian de Ciência', '2026-12-31']]
[['Sabrina Karim', 'startWorksFor', 'German Research Foundation', '2026-12-31'], ['Alexander Komarov', 'endWorksFor', 'University of Manitoba', '2026-12-31'], ['Kullasate Sakpichaisakul', 'startMemberOf', 'Boston Celtics', '2026-12-31'], ['Md Arif Sheikh', 'endWorksFor', 'University of Sussex', '2026-12-31']]
[['Christos Markos', 'endWorksFor', 'University of Nottingham', '2026-12-31'], ['Alexandros Galanidis', 'endWorksFor', 'National and Kapodistrian University of Athens', '2026-12-31'], ['Ralph A Wheeler', 'endWorksFor', 'Duquesne University', '2026-12-31'], ['Nikolay Britun', 'endWorksFor', 'University of Mons', '2026-12-31']]
[['Junfei Xia', 'endWorksFor', 'Conservative Party of Canada', '2026-12-31'], ['Rita Moiron Simões', 'endWorksFor', 'Hospital Prof U002E Dr U002E Fernando Fonseca', '2026-12-31'], ['Rayko Halitschke', 'endWorksFor', 'University of Giessen', '2026-12-31'], ['Giorgio Seano', 'endWorksFor', 'Harvard Medical School', '2026-12-31']]
[['Julien Peyrelongue', 'startMemberOf', 'CA Saint-Étienne Loire Sud Rugby', '2026-01-01'], ['Miguel de Achával', 'startMemberOf', 'Selknam ( rugby union)', '2026-01-31'], ['Ricky Lutton', 'endMemberOf', 'Samsung Medical Center', '2026-02-01'], ['Ray Niuia', 'startMemberOf', 'Blues ( Super Rugby)', '2026-02-01']]
[['Tonderai Chavhanga', 'startMemberOf', 'Eastern Province Elephants', '2026-02-15'], ['Michael Hooper ( rugby union)', 'endMemberOf', 'Virginia Cavaliers men\' s basketball', '2026-02-22'], ['Nepo Laulala', 'startMemberOf', 'Blues ( Super Rugby)', '2026-02-28'], ['Ray Niuia', 'endMemberOf', 'Blues ( Super Rugby)', '2026-03-01']]
[['Ruan Dreyer', 'startMemberOf', 'Eastern Province Elephants', '2026-03-01'], ['Albert Anae', 'startWorksFor', 'Pisa S. C.', '2026-03-07'], ['Regan King', 'startMemberOf', 'Northampton Saints', '2026-03-17'], ['Jack Clifford', 'endMemberOf', 'England national under-20 rugby union team', '2026-03-31']]
[['Gérald Bastide', 'startMemberOf', 'CA Saint-Étienne Loire Sud Rugby', '2026-04-14'], ['Pat MacArthur', 'endWorksFor', 'Marsaxlokk F. C.', '2026-04-15'], ['Harry Hockings', 'startMemberOf', 'Australia national rugby union team', '2026-04-15'], ['Seán Cronin ( rugby union)', 'startMemberOf', 'Ireland national rugby union team', '2026-04-15']]
[['Germain Garcia', 'startMemberOf', 'University of Tübingen', '2026-05-01'], ['Mark Taylor ( rugby union, born 1973)', 'startMemberOf', 'Ospreys ( rugby union)', '2026-05-01'], ['Deiniol Jones', 'startMemberOf', 'Ospreys ( rugby union)', '2026-05-04'], ['Jimmy Yobo', 'startMemberOf', 'Montpellier Hérault Rugby', '2026-05-09']]
[['Luke Rooney', 'endMemberOf', 'RC Toulonnais', '2026-06-01'], ['Fabien Magnan', 'endMemberOf', 'FC Auch Gers', '2026-06-01'], ['Bill Young ( rugby union)', 'startMemberOf', 'Northampton Saints', '2026-06-01'], ['Ali Williams', 'startMemberOf', 'Northampton Saints', '2026-06-01']]
[['Adam Byrne', 'startMemberOf', 'Emerging Ireland', '2026-06-06'], ['Will Harries', 'endMemberOf', 'Wales national rugby union team', '2026-06-06'], ['Irakli Natriashvili', 'endMemberOf', 'Sporting Club Tulliste', '2026-06-06'], ['George Smith ( rugby union)', 'startMemberOf', 'Northampton Saints', '2026-06-06']]
[['D. T. H. van der Merwe', 'endMemberOf', 'Glasgow Warriors', '2026-06-30'], ['Carlo Festuccia', 'startMemberOf', 'Chile national rugby union team', '2026-06-30'], ['Gia Labadze', 'endMemberOf', 'Rugby Club Stade Phocéen', '2026-07-06'], ['Lewis Moody', 'endMemberOf', 'Veria F. C.', '2026-07-13']]
[['Matt McCullough', 'startMemberOf', 'Newcastle Falcons', '2026-08-01'], ['Marc Stcherbina', 'endMemberOf', 'Cardiff Rugby', '2026-08-01'], ['Meyer Bosman', 'startMemberOf', 'Eastern Province Elephants', '2026-08-01'], ['Enzo Forletta', 'startMemberOf', 'Sharks ( Currie Cup)', '2026-08-01']]
[['Gill Burns', 'endMemberOf', 'University of Basel', '2026-09-01'], ['Luke Burgess ( rugby union)', 'startMemberOf', 'Petrarca Rugby', '2026-09-01'], ['Lee Byrne', 'endMemberOf', 'Ospreys ( rugby union)', '2026-09-17'], ['Adam Byrne', 'endMemberOf', 'Emerging Ireland', '2026-09-21']]
[['Ben Cohen ( rugby union)', 'endMemberOf', 'Barbarian F. C.', '2026-09-25'], ['Willem Alberts', 'endMemberOf', 'Sharks ( rugby union)', '2026-09-30'], ['Franck Comba', 'endMemberOf', 'Provence Rugby', '2026-10-01'], ['Kieran Lewis', 'endMemberOf', 'University of Massachusetts Amherst', '2026-10-01']]
[['Tom Palmer ( rugby union)', 'startMemberOf', 'Eastern Province Elephants', '2026-10-11'], ['Dave Hewett', 'startMemberOf', 'Eintracht Frankfurt ( women)', '2026-10-14'], ['Jeremy Tomuli', 'startMemberOf', 'CS Bourgoin-Jallieu', '2026-10-18'], ['James Broadhurst', 'startMemberOf', 'New Zealand national under-21 rugby union team', '2026-10-28']]
[['Quentin Lespiaucq-Brettes', 'endMemberOf', 'Section Paloise', '2026-10-31'], ['Ikapoté Fono', 'endMemberOf', 'Tarbes Pyrénées Rugby', '2026-11-01'], ['Quintin Geldenhuys', 'startMemberOf', 'Petrarca Rugby', '2026-11-01'], ['Thibault Lassalle', 'endMemberOf', 'RC Toulonnais', '2026-11-17']]
[['Billy Vunipola', 'startMemberOf', 'Leeds Tykes', '2026-11-22'], ['Andriy Kovalenco', 'startMemberOf', 'Bugue Athletic Club', '2026-11-23'], ['Cooper Vuna', 'endMemberOf', 'Tonga national rugby union team', '2026-11-28'], ['Ben Cairns', 'startMemberOf', 'Newcastle Falcons', '2026-12-01']]
[['Daniel Kötze', 'endMemberOf', 'France national rugby union team', '2026-12-29'], ['Laurent Tranier', 'startMemberOf', 'Northampton Saints', '2026-12-29']]
[['Grace Robertson', 'endMemberOf', 'InterAcademy Partnership', '2026-10-31'], ['Jorge Mendoza', 'endWorksFor', 'Inter-American Development Bank', '2026-11-30']]
[['Stephen D U0027 Angelo', 'endWorksFor', 'WebMethods', '2026-04-30'], ['Bonnie Bogle', 'endWorksFor', 'Mapbox', '2026-08-30']]
[['Ben Lambert', 'endWorksFor', 'Havas', '2026-05-01'], ['Tabassum Z Insaf', 'endWorksFor', 'Battelle Memorial Institute', '2026-06-20'], ['James B U002E Layton', 'endMemberOf', 'Gloucestershire County Cricket Club', '2026-07-01']]
[['Jason Rose', 'startMemberOf', 'German Research Foundation', '2026-01-01'], ['Kémoko Camara', 'endMemberOf', 'German Research Foundation', '2026-01-01'], ['V U002E H U002E Shelton', 'endWorksFor', 'German Research Foundation', '2026-01-01'], ['Will Ginn', 'endWorksFor', 'German Research Foundation', '2026-01-06']]
[['Mike Pyke', 'startMemberOf', 'German Research Foundation', '2026-01-23'], ['Nick Busch', 'startMemberOf', 'German Research Foundation', '2026-01-31'], ['Carol S. Pearson', 'startMemberOf', 'German Research Foundation', '2026-02-01'], ['Hans-Peter Friedrich', 'startWorksFor', 'German Research Foundation', '2026-02-01']]
[['Cristian Berra', 'endWorksFor', 'German Research Foundation', '2026-03-01'], ['Orestiada Municipality', 'endMemberOf', 'German Research Foundation', '2026-03-06'], ['Jason Forte', 'endMemberOf', 'German Research Foundation', '2026-03-31'], ['René Jørgensen', 'startMemberOf', 'German Research Foundation', '2026-04-01']]
[['Ivan Lozenkov', 'startMemberOf', 'German Research Foundation', '2026-04-07'], ['Dennis Olsson', 'startWorksFor', 'German Research Foundation', '2026-04-09'], ['Jim Kessenich', 'endMemberOf', 'German Research Foundation', '2026-04-15'], ['Pierre Downing', 'startMemberOf', 'German Research Foundation', '2026-04-26']]
[['Karl-Heinz Lambertz', 'startWorksFor', 'German Research Foundation', '2026-05-01'], ['Bertrand Calenge', 'startMemberOf', 'German Research Foundation', '2026-05-10'], ['Marat Shakhmetov', 'startMemberOf', 'German Research Foundation', '2026-05-10'], ['Vincent Crapanzano', 'startWorksFor', 'German Research Foundation', '2026-05-15']]
[['Christine Van Basten-Boddin', 'startMemberOf', 'German Research Foundation', '2026-06-01'], ['Mariusz Rybicki', 'startMemberOf', 'German Research Foundation', '2026-06-01'], ['Fiorella Mattheis', 'endWorksFor', 'German Research Foundation', '2026-06-01'], ['Ashleigh Gardner', 'endWorksFor', 'German Research Foundation', '2026-06-06']]
[['Eva Longoria', 'endWorksFor', 'German Research Foundation', '2026-06-08'], ['Lynn Loyns', 'endMemberOf', 'German Research Foundation', '2026-06-20'], ['Antonio Reeves', 'startMemberOf', 'German Research Foundation', '2026-06-20'], ['Tanner Jacobs', 'startMemberOf', 'German Research Foundation', '2026-06-30']]
[['Martin Raška', 'startWorksFor', 'German Research Foundation', '2026-07-01'], ['Ryan Kitto', 'startMemberOf', 'German Research Foundation', '2026-07-01'], ['Mitch Brundle', 'endMemberOf', 'German Research Foundation', '2026-07-01'], ['Stephan Täuber', 'endMemberOf', 'German Research Foundation', '2026-07-23']]
[['Ionuț Popescu', 'startMemberOf', 'German Research Foundation', '2026-08-29'], ['Tomasz Chałas', 'endWorksFor', 'German Research Foundation', '2026-08-31'], ['Florin Cernat', 'startMemberOf', 'German Research Foundation', '2026-09-24'], ['Philip Petermann', 'startWorksFor', 'German Research Foundation', '2026-10-01']]
[['Kevin Criswell', 'startMemberOf', 'German Research Foundation', '2026-10-14'], ['Rob Schmitt', 'endWorksFor', 'German Research Foundation', '2026-10-17'], ['Mame Thiam', 'endMemberOf', 'German Research Foundation', '2026-10-25'], ['Joe Eberhard', 'endWorksFor', 'German Research Foundation', '2026-10-29']]
[['Crew Ainge', 'startWorksFor', 'German Research Foundation', '2026-11-01'], ['Munever Rizvić', 'startMemberOf', 'German Research Foundation', '2026-11-01'], ['Luca Dell U0027 Acqua', 'endWorksFor', 'German Research Foundation', '2026-11-02'], ['Viktar Beksha', 'startMemberOf', 'German Research Foundation', '2026-11-12']]
[['Dzmitry Likhtarovich', 'startMemberOf', 'German Research Foundation', '2026-11-23'], ['Siranush Sahakyan', 'endWorksFor', 'German Research Foundation', '2026-11-23'], ['Greg Kohls', 'startMemberOf', 'German Research Foundation', '2026-11-24'], ['Yu Darvish', 'endWorksFor', 'German Research Foundation', '2026-12-01']]
[['Peter Morgan', 'startMemberOf', 'German Research Foundation', '2026-12-01'], ['Embassy Of Kuwait U002C Warsaw', 'startMemberOf', 'German Research Foundation', '2026-12-01'], ['Raffaele De Vita', 'endWorksFor', 'German Research Foundation', '2026-12-29'], ['Yevgeni Gorodov', 'startMemberOf', 'German Research Foundation', '2026-12-31']]
[['Corey Johnson', 'endWorksFor', 'German Research Foundation', '2026-12-31'], ['Arsen Khubulov', 'endMemberOf', 'German Research Foundation', '2026-12-31'], ['Alexandre Ballet', 'startMemberOf', 'German Research Foundation', '2026-12-31']]
[['Michèle Brunet', 'endWorksFor', 'Institut Universitaire de France', '2026-01-31'], ['Nathalie De Haan', 'startMemberOf', 'FC Metalurh Zaporizhzhia', '2026-02-01'], ['Nathan Wales', 'endWorksFor', 'FC Akhmat Grozny', '2026-12-10']]
[['Dave Ramsden', 'startMemberOf', 'Northern Ireland national under-21 football team', '2026-06-30'], ['Teresa Martyniuk', 'endMemberOf', 'Bristol City W. F. C.', '2026-11-11']]
