[['Timur Melekestsev', 'endMemberOf', 'FC Dynamo Makhachkala', '2022-01-01']]
[['Vladislav Yasyukevich', 'endMemberOf', 'FC Dynamo Brest', '2022-11-01']]
[['Yuliy Kuznetsov', 'endMemberOf', 'FC Naftan Novopolotsk', '2022-11-01']]
[['Vladislav Yatskevich', 'endMemberOf', 'FC Neman Grodno', '2022-11-01']]
[['Anton Susha', 'endMemberOf', 'FC Slutsk', '2022-11-01']]
[['Ilya Boltrushevich', 'endMemberOf', 'FC Isloch Minsk Raion', '2022-11-01']]
[['Sergey Lynko', 'endMemberOf', 'FC Dynamo Brest', '2022-11-01']]
[['Maksim Samatoj', 'endMemberOf', 'FC Lida', '2022-11-01']]
[['Denis Yaskovich', 'endMemberOf', 'FC Minsk', '2022-11-01']]
[['Iasmin Latovlevici', 'endMemberOf', 'FC Argeș Pitești', '2022-11-01']]
[['Kirill Leonovich', 'endMemberOf', 'FC Isloch Minsk Raion', '2022-11-01']]
[['Aleksandr Kucherov', 'endMemberOf', 'FC Naftan Novopolotsk', '2022-11-01']]
[['Gleb Zherdev', 'endMemberOf', 'FC Slavia Mozyr', '2022-11-01']]
[['Nemanja Milić', 'endMemberOf', 'FC BATE Borisov', '2022-11-01']]
[['Nikita Kaplenko', 'endMemberOf', 'FC Volgar Astrakhan', '2022-11-01']]
[['Tomáš Pekhart', 'endMemberOf', 'Gaziantep F. K.', '2022-11-01']]
[['Šime Vrsaljko', 'endMemberOf', 'Olympiacos F. C.', '2022-11-01']]
[['Iĺja Fiedarenka', 'endMemberOf', 'FC Rogachev', '2022-11-01']]
[['Kevin Kotzur', 'startMemberOf', 'Kumamoto Volters', '2022-11-02']]
[['Abdullah Al-Ahrak', 'startMemberOf', 'Qatar national football team generic instance', '2022-11-02']]
[['Ró-Ró', 'startMemberOf', 'Al Sadd SC', '2022-11-02']]
[['Ró-Ró', 'startMemberOf', 'Qatar national football team generic instance', '2022-11-02']]
[['Abdullah Al-Ahrak', 'startMemberOf', 'Al-Duhail SC', '2022-11-02']]
[['Abdulkarim Al-Ali', 'startMemberOf', 'Al-Arabi SC ( Qatar)', '2022-11-04']]
[['Abdulkarim Al-Ali', 'startMemberOf', 'Qatar national football team generic instance', '2022-11-04']]
[['Anton Novik', 'startMemberOf', 'FC Viktoryja Marjina Horka', '2022-11-05']]
[['Syarhey Novik', 'startMemberOf', 'FC Ostrovets', '2022-11-05']]
[['Ruslan Yudenkov', 'startMemberOf', 'FC Maktaaral', '2022-11-06']]
[['Pavel Grechishko', 'startMemberOf', 'FC Slutsk', '2022-11-06']]
[['Yousef Hassan', 'startMemberOf', 'Qatar national football team generic instance', '2022-11-06']]
[['Rubén Yáñez', 'startMemberOf', 'Málaga CF', '2022-11-06']]
[['Max Ebong', 'startMemberOf', 'FC Astana', '2022-11-06']]
[['Tameem Al-Muhaza', 'startMemberOf', 'Al-Gharafa SC', '2022-11-06']]
[['Uladzimir Zhuraw', 'startMemberOf', 'FC Dnepr Mogilev', '2022-11-06']]
[['Pavel Chikida', 'startMemberOf', 'FC Maktaaral', '2022-11-06']]
[['Tameem Al-Muhaza', 'startMemberOf', 'Qatar national football team generic instance', '2022-11-06']]
[['Yegor Filipenko', 'startMemberOf', 'FC Ural Yekaterinburg', '2022-11-06']]
[['Nikita Korzun', 'startMemberOf', 'FC Shakhtyor Soligorsk', '2022-11-06']]
[['Yousef Hassan', 'startMemberOf', 'Al-Gharafa SC', '2022-11-06']]
[['Ahmed Moein', 'startMemberOf', 'Al-Duhail SC', '2022-11-07']]
[['Ahmed Moein', 'startMemberOf', 'Qatar national football team generic instance', '2022-11-07']]
[['Homam Ahmed', 'startMemberOf', 'Qatar national football team generic instance', '2022-11-08']]
[['Homam Ahmed', 'startMemberOf', 'Al-Gharafa SC', '2022-11-08']]
[['Ahmed Suhail', 'startMemberOf', 'Al Sadd SC', '2022-11-09']]
[['Ahmed Suhail', 'startMemberOf', 'Qatar national football team generic instance', '2022-11-09']]
[['Mohammed Waad', 'startMemberOf', 'Qatar national football team generic instance', '2022-11-09']]
[['Musab Kheder', 'startMemberOf', 'Al Sadd SC', '2022-11-09']]
[['Yusuf Abdurisag', 'startMemberOf', 'Al Sadd SC', '2022-11-09']]
[['Yusuf Abdurisag', 'startMemberOf', 'Qatar national football team generic instance', '2022-11-09']]
[['Musab Kheder', 'startMemberOf', 'Qatar national football team generic instance', '2022-11-09']]
[['Thomas Deng', 'startMemberOf', 'Albirex Niigata', '2022-11-10']]
[['Thomas Deng', 'startMemberOf', 'Australia men\' s national soccer team generic instance', '2022-11-10']]
[['Elijah Just', 'startMemberOf', 'AC Horsens', '2022-11-11']]
[['Mohammed Al-Bakri', 'startMemberOf', 'Al-Duhail SC', '2022-11-11']]
[['Elijah Just', 'startMemberOf', 'New Zealand national football team generic instance', '2022-11-11']]
[['Bill Tuiloma', 'startMemberOf', 'New Zealand national football team generic instance', '2022-11-11']]
[['Mohammed Al-Bakri', 'startMemberOf', 'Qatar national football team generic instance', '2022-11-11']]
[['Andre de Jong', 'startMemberOf', 'New Zealand national football team generic instance', '2022-11-11']]
[['Bill Tuiloma', 'startMemberOf', 'Portland Timbers', '2022-11-11']]
[['Vitaly Novik', 'startMemberOf', 'FC Belcard Grodno', '2022-11-12']]
[['Yan Senkevich', 'startMemberOf', 'Olimpia Elbląg', '2022-11-12']]
[['Mikhail Babichev', 'startMemberOf', 'Nõmme Kalju FC', '2022-11-12']]
[['Yury Pavlyukovets', 'startMemberOf', 'FC Neman Grodno', '2022-11-12']]
[['Dzmitryj Vielisievič', 'startMemberOf', 'FC Belshina Bobruisk', '2022-11-12']]
[['Ivan Pracharenka', 'startMemberOf', 'FC Viktoryja Marjina Horka', '2022-11-12']]
[['Salah Zakaria', 'startMemberOf', 'Al-Duhail SC', '2022-11-12']]
[['Yegor Semyonov', 'startMemberOf', 'FC Smorgon', '2022-11-12']]
[['Terentiy Lutsevich', 'startMemberOf', 'FC Naftan Novopolotsk', '2022-11-12']]
[['Petr Zyl', 'startMemberOf', 'FC Viktoryja Marjina Horka', '2022-11-12']]
[['Anton Matveyenko ( footballer, born 1986)', 'startMemberOf', 'FC Vitebsk', '2022-11-12']]
[['Sergey Drozd', 'startMemberOf', 'FC Molodechno', '2022-11-12']]
[['Andrey Alshanik', 'startMemberOf', 'FC Slavia Mozyr', '2022-11-12']]
[['Timofey Lukashevich', 'startMemberOf', 'FC Rogachev', '2022-11-12']]
[['Artur Kats', 'startMemberOf', 'FC Naftan Novopolotsk', '2022-11-12']]
[['Pavel Klenyo', 'startMemberOf', 'FC Rogachev', '2022-11-12']]
[['Yevgeniy Shikavka', 'startMemberOf', 'Korona Kielce', '2022-11-12']]
[['Salah Zakaria', 'startMemberOf', 'Qatar national football team generic instance', '2022-11-12']]
[['Andries Noppert', 'startMemberOf', 'SC Heerenveen', '2022-11-12']]
[['Andrey Khachaturyan', 'startMemberOf', 'FC Torpedo-BelAZ Zhodino', '2022-11-12']]
[['Igor Dovgyallo', 'startMemberOf', 'FC Naftan Novopolotsk', '2022-11-12']]
[['Euloge Placca Fessou', 'startMemberOf', 'FC Shakhtyor Soligorsk', '2022-11-12']]
[['Dmitry Dudar', 'startMemberOf', 'FC Torpedo-BelAZ Zhodino', '2022-11-12']]
[['Mikita Makaraŭ', 'startMemberOf', 'FC Viktoryja Marjina Horka', '2022-11-12']]
[['Raman Babajeŭ', 'startMemberOf', 'FC Viktoryja Marjina Horka', '2022-11-12']]
[['Alyaksandr Sachywka', 'startMemberOf', 'FC Dinamo Minsk', '2022-11-12']]
[['Matthew Smith ( footballer, born 1999)', 'startMemberOf', 'Wales national football team', '2022-11-12']]
[['Dzmitry Hushchanka', 'startMemberOf', 'FC Vitebsk', '2022-11-12']]
[['Andrey Solovey', 'startMemberOf', 'FC Shakhtyor Soligorsk', '2022-11-12']]
[['Stanislav Sazonovich', 'startMemberOf', 'FC Arsenal Dzerzhinsk', '2022-11-12']]
[['Yaroslav Shkurko', 'startMemberOf', 'FC Rogachev', '2022-11-12']]
[['Kiryl Pyachenin', 'startMemberOf', 'FC Orenburg', '2022-11-13']]
[['Maksim Pavlovets', 'startMemberOf', 'FC Krumkachy Minsk', '2022-11-13']]
[['Yury Kavalyow', 'startMemberOf', 'FC Orenburg', '2022-11-13']]
[['Valiery Makarevič', 'startMemberOf', 'FC Krumkachy Minsk', '2022-11-13']]
[['Mikhail Sivakow', 'startMemberOf', 'FC Orenburg', '2022-11-13']]
[['Ilya Rashchenya', 'startMemberOf', 'FC Volgar Astrakhan', '2022-11-13']]
[['Jawad El Yamiq', 'startMemberOf', 'Morocco national football team generic instance', '2022-11-13']]
[['Alyaksandr Martynovich', 'startMemberOf', 'FC Rubin Kazan', '2022-11-13']]
[['Aleksey Butarevich', 'startMemberOf', 'FC Rotor Volgograd', '2022-11-13']]
[['Ilya Moskalenchik', 'startMemberOf', 'FC Zenit-2 Saint Petersburg', '2022-11-13']]
[['Jailson ( footballer, born 1995)', 'startMemberOf', 'Sociedade Esportiva Palmeiras', '2022-11-14']]
[['Riyadh Sharahili', 'startMemberOf', 'Saudi Arabia national football team generic instance', '2022-11-16']]
[['Abdulrahman Al-Aboud', 'startMemberOf', 'Al-Ittihad Club ( Jeddah)', '2022-11-16']]
[['Riyadh Sharahili', 'startMemberOf', 'Abha Club', '2022-11-16']]
[['Abdulrahman Al-Aboud', 'startMemberOf', 'Saudi Arabia national football team generic instance', '2022-11-16']]
[['Hossein Hosseini ( footballer, born 1992)', 'startMemberOf', 'Iran national football team generic instance', '2022-11-17']]
[['Clayton Lewis ( footballer)', 'startMemberOf', 'Wellington Phoenix FC', '2022-11-17']]
[['Clayton Lewis ( footballer)', 'startMemberOf', 'New Zealand national football team generic instance', '2022-11-17']]
[['Hossein Hosseini ( footballer, born 1992)', 'startMemberOf', 'Esteghlal F. C.', '2022-11-17']]
[['Sergey Politevich', 'startMemberOf', 'Belarus national football team', '2022-11-17']]
[['Tevita Waranaivalu', 'startMemberOf', 'Fiji national football team', '2022-11-18']]
[['Tevita Waranaivalu', 'startMemberOf', 'Rewa F. C.', '2022-11-18']]
[['Sairusi Nalaubu', 'startMemberOf', 'Fiji national football team', '2022-11-18']]
[['Jackson Porozo', 'startMemberOf', 'ES Troyes AC', '2022-11-18']]
[['Jackson Porozo', 'startMemberOf', 'Ecuador national football team generic instance', '2022-11-18']]
[['Ayrton Preciado', 'startMemberOf', 'Ecuador national football team generic instance', '2022-11-19']]
[['Orkun Kökçü', 'startMemberOf', 'Turkey national football team', '2022-11-19']]
[['Altay Bayındır', 'startMemberOf', 'Fenerbahçe S. K. ( football)', '2022-11-19']]
[['Aleksey Antilevsky', 'startMemberOf', 'Belarus national under-21 football team', '2022-11-19']]
[['Bright Osayi-Samuel', 'startMemberOf', 'Fenerbahçe S. K. ( football)', '2022-11-19']]
[['Ruslan Lisakovich', 'startMemberOf', 'Belarus national under-21 football team', '2022-11-19']]
[['Willian Arão', 'startMemberOf', 'Fenerbahçe S. K. ( football)', '2022-11-19']]
[['Serdar Aziz', 'startMemberOf', 'Turkey national football team', '2022-11-19']]
[['Bright Osayi-Samuel', 'startMemberOf', 'Nigeria national football team generic instance', '2022-11-19']]
[['Vladislav Lozhkin', 'startMemberOf', 'Belarus national under-21 football team', '2022-11-19']]
[['Orkun Kökçü', 'startMemberOf', 'Feyenoord', '2022-11-19']]
[['Serdar Aziz', 'startMemberOf', 'Fenerbahçe S. K. ( football)', '2022-11-19']]
[['Altay Bayındır', 'startMemberOf', 'Turkey national football team', '2022-11-19']]
[['Romario Ibarra', 'startMemberOf', 'Ecuador national football team generic instance', '2022-11-19']]
[['Ayrton Preciado', 'startMemberOf', 'Santos Laguna', '2022-11-19']]
[['Danila Nechayev', 'startMemberOf', 'Belarus national football team', '2022-11-20']]
[['Ali Karimi ( footballer, born 1994)', 'startMemberOf', 'Kayserispor', '2022-11-20']]
[['Dmitry Podstrelov', 'startMemberOf', 'Belarus national football team', '2022-11-20']]
[['Ali Karimi ( footballer, born 1994)', 'startMemberOf', 'Iran national football team generic instance', '2022-11-20']]
[['İsmail Yüksek', 'startMemberOf', 'Turkey national football team', '2022-11-20']]
[['Valery Gromyko', 'startMemberOf', 'Belarus national football team', '2022-11-20']]
[['Yegor Bogomolsky', 'startMemberOf', 'Belarus national football team', '2022-11-20']]
[['Syarhey Ignatovich', 'startMemberOf', 'Belarus national football team', '2022-11-20']]
[['Alyaksey Hawrylovich', 'startMemberOf', 'FC Volgar Astrakhan', '2022-11-20']]
[['Kiryl Pyachenin', 'startMemberOf', 'Belarus national football team', '2022-11-20']]
[['Gleb Shevchenko', 'startMemberOf', 'Belarus national football team', '2022-11-20']]
[['Anass Zaroury', 'startMemberOf', 'Morocco national football team generic instance', '2022-11-21']]
[['Anass Zaroury', 'startMemberOf', 'Burnley F. C.', '2022-11-21']]
[['Enner Valencia', 'startMemberOf', 'Fenerbahçe S. K. ( football)', '2022-11-21']]
[['Cho Yu-min', 'startMemberOf', 'South Korea national football team generic instance', '2022-11-22']]
[['Cho Yu-min', 'startMemberOf', 'Daejeon Hana Citizen', '2022-11-22']]
[['Kim Tae-hwan ( footballer, born 1989)', 'startMemberOf', 'South Korea national football team generic instance', '2022-11-23']]
[['Andries Noppert', 'startMemberOf', 'Netherlands national football team generic instance', '2022-11-23']]
[['Pedro Santos ( footballer, born 1988)', 'startMemberOf', 'Columbus Crew', '2022-11-23']]
[['Kim Tae-hwan ( footballer, born 1989)', 'startMemberOf', 'Ulsan Hyundai FC', '2022-11-23']]
[['Kwon Kyung-won', 'startMemberOf', 'South Korea national football team generic instance', '2022-11-24']]
[['Kwon Kyung-won', 'startMemberOf', 'Gamba Osaka', '2022-11-24']]
[['Enner Valencia', 'startMemberOf', 'Ecuador national football team generic instance', '2022-11-25']]
[['Nader Ghandri', 'startMemberOf', 'Tunisia national football team generic instance', '2022-11-26']]
[['Kim Moon-hwan', 'startMemberOf', 'South Korea national football team generic instance', '2022-11-26']]
[['Álvaro Zamora', 'startMemberOf', 'Costa Rica national football team generic instance', '2022-11-26']]
[['Nader Ghandri', 'startMemberOf', 'Club Africain', '2022-11-26']]
[['Álvaro Zamora', 'startMemberOf', 'Deportivo Saprissa', '2022-11-26']]
[['Kim Moon-hwan', 'startMemberOf', 'Jeonbuk Hyundai Motors', '2022-11-26']]
[['Shaq Moore', 'startMemberOf', 'United States men\' s national soccer team', '2022-11-26']]
[['Wajdi Kechrida', 'startMemberOf', 'Atromitos F. C.', '2022-11-26']]
[['Nikita Nikolayevich', 'startMemberOf', 'NK Dugopolje', '2022-11-26']]
[['Wajdi Kechrida', 'startMemberOf', 'Tunisia national football team generic instance', '2022-11-26']]
[['Derek Cornelius', 'startMemberOf', 'Vancouver Whitecaps FC', '2022-11-27']]
[['Mark-Anthony Kaye', 'startMemberOf', 'Toronto FC', '2022-11-27']]
[['Derek Cornelius', 'startMemberOf', 'Canada men\' s national soccer team', '2022-11-27']]
[['Vitaly Lisakovich', 'startMemberOf', 'FC Rubin Kazan', '2022-11-27']]
[['Mark-Anthony Kaye', 'startMemberOf', 'Canada men\' s national soccer team', '2022-11-27']]
[['Liam Fraser', 'startMemberOf', 'K. M. S. K. Deinze', '2022-11-27']]
[['Steven Vitória', 'startMemberOf', 'G. D. Chaves', '2022-11-27']]
[['Denis Levitsky', 'startMemberOf', 'FC SKA-Khabarovsk', '2022-11-27']]
[['Elijah Burns', 'endMemberOf', 'Kagoshima Rebnise', '2022-11-27']]
[['Derek Cornelius', 'startMemberOf', 'Panetolikos F. C.', '2022-11-27']]
[['Kamal Miller', 'startMemberOf', 'CF Montréal', '2022-11-28']]
[['Lee Kang-in', 'endMemberOf', 'South Korea national football team generic instance', '2022-11-28']]
[['Dayne St. Clair', 'startMemberOf', 'Canada men\' s national soccer team', '2022-11-28']]
[['Sam Adekugbe', 'startMemberOf', 'Hatayspor', '2022-11-28']]
[['Max Kruse', 'endMemberOf', 'VfL Wolfsburg', '2022-11-28']]
[['Dayne St. Clair', 'startMemberOf', 'Minnesota United FC', '2022-11-28']]
[['Souvik Naskar', 'endWorksFor', 'Imperial College London', '2022-11-30']]
[['Mateusz Wieteska', 'startMemberOf', 'Clermont Foot', '2022-11-30']]
[['Mateusz Wieteska', 'startMemberOf', 'Poland national football team', '2022-11-30']]
[['Kazuma Watanabe', 'endMemberOf', 'Yokohama FC', '2022-12-01']]
[['Hernán Figueredo', 'endMemberOf', 'Liverpool F. C. ( Montevideo)', '2022-12-01']]
[['Aleksey Nosko', 'endMemberOf', 'FC Maktaaral', '2022-12-01']]
[['Nikita Stepanov', 'endMemberOf', 'FC Isloch Minsk Raion', '2022-12-01']]
[['Dmitri Yashin ( footballer, born 1993)', 'endMemberOf', 'FC Torpedo-BelAZ Zhodino', '2022-12-01']]
[['Maksim Plotnikov', 'endMemberOf', 'FC Shakhtyor Soligorsk', '2022-12-01']]
[['Yevgeny Kozel', 'endMemberOf', 'FC Shakhtyor Petrikov', '2022-12-01']]
[['Alexandru Piftor', 'endMemberOf', 'FC Ripensia Timișoara', '2022-12-01']]
[['Oleksandr Nasonov', 'endMemberOf', 'Pakhtakor Tashkent FK', '2022-12-01']]
[['Valery Karshakevich', 'endMemberOf', 'FC Kyzylzhar', '2022-12-01']]
[['Mykyta Shevchenko', 'endMemberOf', 'FC Zorya Luhansk', '2022-12-01']]
[['Pavel Scherbachenya', 'endMemberOf', 'FC Shakhtyor Petrikov', '2022-12-01']]
[['Oleksandr Vasylyev', 'endMemberOf', 'FC Lviv', '2022-12-01']]
[['Syarhey Krot', 'endMemberOf', 'FC Ostrovets', '2022-12-01']]
[['Yevgeny Leshko', 'endMemberOf', 'FC Neman Grodno', '2022-12-01']]
[['Shunsuke Nakamura', 'endMemberOf', 'Yokohama FC', '2022-12-01']]
[['Sergey Vodyanovich', 'endMemberOf', 'FC Volna Pinsk', '2022-12-01']]
[['Ruslan Lisakovich', 'endMemberOf', 'FC Isloch Minsk Raion', '2022-12-01']]
[['Naomichi Ueda', 'endMemberOf', 'Nîmes Olympique', '2022-12-01']]
[['Giorgi Gogolashvili', 'endMemberOf', 'FC Gomel', '2022-12-01']]
[['Laurențiu Brănescu', 'endMemberOf', 'FC Universitatea Cluj', '2022-12-01']]
[['Shokhboz Umarov', 'endMemberOf', 'FC BATE Borisov', '2022-12-01']]
[['Florinel Mitrea', 'endMemberOf', 'FC Universitatea Cluj', '2022-12-01']]
[['Chidi Osuchukwu', 'endMemberOf', 'FC Tobol', '2022-12-01']]
[['Kenyu Sugimoto', 'endMemberOf', 'Urawa Red Diamonds', '2022-12-01']]
[['Muhammadjon Loiqov', 'endMemberOf', 'FC Molodechno', '2022-12-01']]
[['Aleksey Zalesky', 'endMemberOf', 'FC Torpedo-BelAZ Zhodino', '2022-12-01']]
[['Gleb Rovdo', 'endMemberOf', 'FC Dinamo Minsk', '2022-12-01']]
[['Arseniy Kontsedaylov', 'endMemberOf', 'FC Slutsk', '2022-12-01']]
[['Denis Sadovsky', 'endMemberOf', 'FC Gomel', '2022-12-01']]
[['Dmitry Prishchepa', 'endMemberOf', 'FC Veles Moscow', '2022-12-01']]
[['Vitaliy Balashov', 'endMemberOf', 'FC Aktobe', '2022-12-01']]
[['Aram Kocharyan', 'endMemberOf', 'FC Vitebsk', '2022-12-01']]
[['Kamal Miller', 'startMemberOf', 'Canada men\' s national soccer team', '2022-12-01']]
[['Aliaksiej Filipienka', 'endMemberOf', 'Bumprom Gomel', '2022-12-01']]
[['Aleksei Kozlov ( footballer, born 1999)', 'endMemberOf', 'FC Caspiy', '2022-12-01']]
[['Yury Astravukh', 'endMemberOf', 'FC Slutsk', '2022-12-01']]
[['Dominik Dinga', 'endMemberOf', 'FC Ordabasy', '2022-12-01']]
[['Alyaksandr Aleksandrovich', 'endMemberOf', 'FC Belshina Bobruisk', '2022-12-01']]
[['Dmytro Bilonoh', 'endMemberOf', 'FK Riteriai', '2022-12-01']]
[['Vadim Kurlovich', 'endMemberOf', 'FC Shakhtyor Petrikov', '2022-12-01']]
[['Đorđe Šušnjar', 'endMemberOf', 'FK Sloboda Užice', '2022-12-01']]
[['Dzmitry Asipenka', 'endMemberOf', 'FC Arsenal Dzerzhinsk', '2022-12-01']]
[['Yevhen Bokhashvili', 'endMemberOf', 'ASC Oțelul Galați', '2022-12-01']]
[['Zakhar Volkov', 'endMemberOf', 'FC Khimki', '2022-12-01']]
[['Maksim Belov', 'endMemberOf', 'FC Shakhtyor Soligorsk', '2022-12-01']]
[['Danil Kopach', 'endMemberOf', 'FC Neman Grodno', '2022-12-01']]
[['Vitali Ustinov', 'endMemberOf', 'FC Torpedo-BelAZ Zhodino', '2022-12-01']]
[['Dmitry Kaplunov', 'endMemberOf', 'FC Arsenal Dzerzhinsk', '2022-12-01']]
[['Yojiro Takahagi', 'endMemberOf', 'Tochigi SC', '2022-12-01']]
[['Yegor Troyakov', 'endMemberOf', 'FC Belshina Bobruisk', '2022-12-01']]
[['Gen Shoji', 'endMemberOf', 'Gamba Osaka', '2022-12-01']]
[['Dmitry Tamelo', 'endMemberOf', 'FC Smorgon', '2022-12-01']]
[['Yevgeny Beryozkin', 'endMemberOf', 'FC Torpedo-BelAZ Zhodino', '2022-12-01']]
[['Tomislav Kiš', 'endMemberOf', 'Mezőkövesdi SE', '2022-12-01']]
[['Yegor Khatkevich', 'endMemberOf', 'FC Dinamo Minsk', '2022-12-01']]
[['Maksim Zhumabekov', 'endMemberOf', 'FC Vitebsk', '2022-12-01']]
[['Vladimír Darida', 'endMemberOf', 'Hertha BSC', '2022-12-01']]
[['Jakov Filipović', 'endMemberOf', 'FC BATE Borisov', '2022-12-01']]
[['Robert Riza', 'endMemberOf', 'CSC 1599 Șelimbăr', '2022-12-01']]
[['Yamoussa Camara ( footballer)', 'endMemberOf', 'FC Isloch Minsk Raion', '2022-12-01']]
[['Aleksey Khodnevich', 'endMemberOf', 'FC Ostrovets', '2022-12-01']]
[['Anton Demkov', 'endMemberOf', 'Fc Niva Doŭbizna', '2022-12-01']]
