[['V.J. Holmes', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-01']]
[['Stephen Fitzherbert', 'startAcademicDegree', 'Master of Business Administration', '2026-10-08']]
[['Bethany Lusch', 'startAcademicDegree', 'Master of Fine Arts', '2026-10-08']]
[['Eduardo Hernández-Sonseca', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-10-08']]
[['Neta Lavi', 'startAcademicDegree', 'Master of Business Administration', '2026-10-08']]
[['Dmitry Ignatenko (footballer, born 1995)', 'startAcademicDegree', 'Master of Arts', '2026-10-08']]
[['Ikenna Ndugba', 'endWorksFor', 'The Walt Disney Company', '2026-10-08']]
[['Géry Moutier', 'endWorksFor', 'The Walt Disney Company', '2026-10-09']]
[['John Ojiako', 'startAcademicDegree', 'Master of Education', '2026-10-09']]
[['Travis Souza', 'endPlaysIn', 'National Hockey League', '2026-10-09']]
[['Imogen Clarke', 'endWorksFor', 'University College London', '2026-10-09']]
[['Michael A. Kipp', 'startAcademicDegree', 'Master of Arts', '2026-10-09']]
[['Captain America: Civil War', 'endActor', 'Radovan Vítek', '2026-10-09']]
[['Gábor Albert', 'startMemberOf', 'Yantai Wanhua Huagong', '2026-10-09']]
[['Tyler Streeter', 'startWorksFor', 'The Walt Disney Company', '2026-10-09']]
[['Amalia Levari', 'startNotableWork', 'Harvey Beaks', '2026-10-09']]
[['Alexandra Negut', 'endWorksFor', 'University of the West of England', '2026-10-09']]
[['Nyzaiah Chambers', 'startOwns', 'Libor Chrobok', '2026-10-09']]
[['Einsteinhaus', 'endLeader', 'Libor Chrobok', '2026-10-09']]
[['Dāvis Rozītis', 'startWorksFor', 'Julius Meinl Living Holdings', '2026-10-09']]
[['Erin Gee', 'endWorksFor', 'La Trobe University', '2026-10-09']]
[['Myles G Garstang', 'endWorksFor', 'Queen Mary University of London', '2026-10-09']]
[['John Einhorn', 'endWorksFor', 'University of Virginia', '2026-10-09']]
[['Evan Kuhlman', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-10-10']]
[['Wyatt Self', 'startAcademicDegree', 'Master of Business Administration', '2026-10-10']]
[['Franck Kessié', 'award', 'Master of Business Administration', '2026-10-10']]
[['Arts et Métiers ParisTech', 'startLeader', 'Larry Page', '2026-10-10']]
[['Rømskog', 'startLeader', 'Jensen Huang', '2026-10-10']]
[['Fábio Ferreira (footballer, born 1989)', 'startAcademicDegree', 'Master of Fine Arts', '2026-10-10']]
[['Sergey Bezrukov', 'endWorksFor', 'Hahnemann University Hospital', '2026-10-10']]
[['Deepak Karna', 'endWorksFor', 'Kathmandu University', '2026-10-10']]
[['Nikil Patel', 'endWorksFor', 'University of Leicester', '2026-10-10']]
[['Swaid Abdullah', 'startAcademicDegree', 'Master of Arts', '2026-10-10']]
[['Tyler Streeter', 'endWorksFor', 'The Walt Disney Company', '2026-10-10']]
[['Puerto Baquerizo Moreno', 'startLeader', 'Marc Asbeck', '2026-10-10']]
[['Marcus Domask', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-10-10']]
[['Mychal Mulder', 'startWorksFor', 'Julius Meinl Living Holdings', '2026-10-10']]
[['Seth Dittmer', 'startAcademicDegree', 'Master of Arts', '2026-10-10']]
[['Sergey Bezrukov', 'endWorksFor', 'Hahnemann University Hospital', '2026-10-10']]
[['Anton Ivanov', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-10-11']]
[['Atsushi Nishimoto', 'startAcademicDegree', 'Master of Arts', '2026-10-11']]
[['Emilia Kłoda', 'startWorksFor', 'Julius Meinl Living Holdings', '2026-10-11']]
[['Sarah E Morton', 'startAcademicDegree', 'Master of Arts', '2026-10-11']]
[['Luis Advíncula', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-10-11']]
[['Mychal Mulder', 'endWorksFor', 'Julius Meinl Living Holdings', '2026-10-11']]
[['Lana Lopesi', 'startMemberOf', 'University of KwaZulu-Natal', '2026-10-11']]
[['Antonio Rosati', 'startWorksFor', 'University of Lille Nord de France', '2026-10-11']]
[['Ashton Smith', 'startMemberOf', 'Julius Meinl Living Holdings', '2026-10-11']]
[['Shivani Gupta', 'award', 'Master of Education', '2026-10-11']]
[['Lior Berman', 'startAcademicDegree', 'Master of Education', '2026-10-11']]
[['Luka Vasic', 'startMemberOf', 'Julius Meinl Living Holdings', '2026-10-11']]
[['Pan Tao', 'endWorksFor', 'La Trobe University', '2026-10-11']]
[['Tre Vance', 'startWorksFor', 'Julius Meinl Living Holdings', '2026-10-11']]
[['Laura Pérez Martín', 'endWorksFor', 'Hospital General Universitario Gregorio Marañón', '2026-10-11']]
[['Arts et Métiers ParisTech', 'endLeader', 'Larry Page', '2026-10-11']]
[['Víctor Reyes', 'startAcademicDegree', 'Master of Education', '2026-10-12']]
[['Nysier Brooks', 'startAcademicDegree', 'Master of Arts', '2026-10-12']]
[['Tre Vance', 'endWorksFor', 'Julius Meinl Living Holdings', '2026-10-12']]
[['Marcus Domask', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-10-12']]
[['Arseniy Bondarenko', 'startWorksFor', 'Julius Meinl Living Holdings', '2026-10-12']]
[['Spencer Macke', 'startMemberOf', 'University of Lille Nord de France', '2026-10-12']]
[['Yoshimasa Watanabe', 'startAcademicDegree', 'Master of Fine Arts', '2026-10-12']]
[['Jean-Claude Narcy', 'endWorksFor', 'Hahnemann University Hospital', '2026-10-12']]
[['Bharath Sundaram', 'startAcademicDegree', 'Master of Business Administration', '2026-10-12']]
[['Leo Goodman', 'endAcademicDegree', 'Master of Arts', '2026-10-12']]
[['Marcus Domask', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-10-12']]
[['Pelle Dam', 'startAcademicDegree', 'Master of Fine Arts', '2026-10-12']]
[['Perigo', 'startLeader', 'Nick Benninger', '2026-10-12']]
[['Le Mont-sur-Lausanne', 'startLeader', 'Jensen Huang', '2026-10-12']]
[['Marcus Domask', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-10-12']]
[['Thomas J Huggins', 'endWorksFor', 'The Walt Disney Company', '2026-10-12']]
[['Brandon Allen (soccer)', 'startMemberOf', 'Julius Meinl Living Holdings', '2026-10-13']]
[['Cantamayec Municipality', 'startLeader', 'Amir Haddad', '2026-10-13']]
[['Marysa M. Laguë', 'startAcademicDegree', 'Master of Arts', '2026-10-13']]
[['Sebastian Baumbach', 'endWorksFor', 'LMU Klinikum', '2026-10-13']]
[['Paula R Villamayor', 'startWorksFor', 'Julius Meinl Living Holdings', '2026-10-13']]
[['Márton Patkós', 'startMemberOf', 'Julius Meinl Living Holdings', '2026-10-13']]
[['Antonio Rosati', 'endWorksFor', 'University of Lille Nord de France', '2026-10-13']]
[['Dāvis Rozītis', 'endWorksFor', 'Julius Meinl Living Holdings', '2026-10-13']]
[['Krunoslav Bojanić', 'startAcademicDegree', 'Master of Fine Arts', '2026-10-13']]
[['Tom Elliot', 'startMemberOf', 'Ohio State University', '2026-10-13']]
[['Mikhail Gorbachev', 'award', 'Master of Business Administration', '2026-10-13']]
[['Arseniy Bondarenko', 'endWorksFor', 'Julius Meinl Living Holdings', '2026-10-13']]
[['Antonio Rosati', 'endWorksFor', 'University of Lille Nord de France', '2026-10-13']]
[['C.J. Davis', 'startMemberOf', 'Julius Meinl Living Holdings', '2026-10-13']]
[['Mira L.T. Sytsma', 'startAcademicDegree', 'Master of Arts', '2026-10-13']]
[['Scp Bigaud', 'endLeader', 'John Baker (musher)', '2026-10-13']]
[['Romuald Huszcza', 'startAcademicDegree', 'Master of Arts', '2026-10-14']]
[['Luis Advíncula', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-10-14']]
[['Thomas Lacroix', 'startMemberOf', 'The Walt Disney Company', '2026-10-14']]
[['Meng Xiao', 'endWorksFor', 'Stanford University', '2026-10-14']]
[['V.J. Holmes', 'startAcademicDegree', 'Master of Fine Arts', '2026-10-14']]
[['Jaime Balderas Villalobos', 'endWorksFor', 'National Institute Of Pediatrics', '2026-10-14']]
[['Helena Van Tol', 'startAcademicDegree', 'Master of Business Administration', '2026-10-14']]
[['Romuald Huszcza', 'startAcademicDegree', 'Master of Arts', '2026-10-14']]
[['Jean Taylor', 'startAcademicDegree', 'Master of Business Administration', '2026-10-14']]
[['Ryan Youell', 'startAcademicDegree', 'Master of Education', '2026-10-14']]
[['Egide Kalisa', 'startAcademicDegree', 'Master of Arts', '2026-10-14']]
[['Francesco Marino', 'startAcademicDegree', 'Master of Arts', '2026-10-14']]
[['Jahaad Proctor', 'startAcademicDegree', 'Master of Arts', '2026-10-14']]
[['José Manuel Copete', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-10-14']]
[['Katarina Wadstein Macleod', 'startMemberOf', 'Royal College of Surgeons in Ireland', '2026-10-14']]
[['Janusz Skrzypecki', 'startAcademicDegree', 'Doctor of Philosophy', '2026-10-14']]
[['Jayden Oosterwolde', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-10-15']]
[['Sanjeevan Rajendran', 'endWorksFor', 'Uppsala University', '2026-10-15']]
[['Roman Plekhov', 'award', 'Master of Education', '2026-10-15']]
[['Sanjeevan Rajendran', 'startMemberOf', 'University of Bari', '2026-10-15']]
[['Vincent Labarre', 'endWorksFor', 'University of Versailles Saint-Quentin-en-Yvelines', '2026-10-15']]
[['Paritetbank', 'startMemberOf', 'University of St Andrews', '2026-10-15']]
[['Tyrik Edwards', 'startWorksFor', 'Innogy Česká Republika', '2026-10-15']]
[['Anton Ivanov', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-10-15']]
[['Ryan Young', 'startWorksFor', 'Paris Diderot University', '2026-10-15']]
[['Ana Bjelica', 'startAcademicDegree', 'Master of Arts', '2026-10-15']]
[['Béatrice Abollivier', 'startWorksFor', 'University of Alcalá', '2026-10-15']]
[['Captain America: Civil War', 'endActor', 'Said Gutseriev', '2026-10-15']]
[['Dayeon Shin', 'endWorksFor', 'University of North Dakota', '2026-10-15']]
[['Marcin Przydacz', 'startMemberOf', 'Federal Ministry of Education and Research (Germany)', '2026-10-15']]
[['Jan Korbel', 'endWorksFor', 'Zhejiang University', '2026-10-15']]
[['Sandi Toksvig', 'startNotableWork', 'The Great British Bake Off', '2026-10-15']]
[['Shelby Simmons', 'startNotableWork', 'Bunk\'d', '2026-10-16']]
[['Marcus Lightfoot', 'startMemberOf', 'Medical University of Vienna', '2026-10-16']]
[['Yian Lin', 'startAcademicDegree', 'Master of Arts', '2026-10-16']]
[['Northrop Grumman', 'award', 'Master of Arts', '2026-10-16']]
[['Jesse Edwards', 'startAcademicDegree', 'Master of Arts', '2026-10-16']]
[['Carolann R Schack', 'startAcademicDegree', 'Master of Business Administration', '2026-10-16']]
[['Hakeem Anchrum', 'startAcademicDegree', 'Master of Education', '2026-10-16']]
[['Ryan Young', 'endWorksFor', 'Paris Diderot University', '2026-10-16']]
[['Béatrice Abollivier', 'endWorksFor', 'University of Alcalá', '2026-10-16']]
[['Mauricio Macri', 'startWorksFor', 'BlackRock', '2026-10-16']]
[['Hakeem Anchrum', 'startAcademicDegree', 'Master of Education', '2026-10-16']]
[['Corinna S. Schindler', 'startMemberOf', 'University of Alcalá', '2026-10-16']]
[['Emilia Kłoda', 'endWorksFor', 'Julius Meinl Living Holdings', '2026-10-16']]
[['Víctor Ortega', 'endWorksFor', 'Adam Mickiewicz University in Poznań', '2026-10-16']]
[['Tyrik Edwards', 'endWorksFor', 'Innogy Česká Republika', '2026-10-16']]
[['Elisa P Badás', 'endWorksFor', 'University of Alcalá', '2026-10-16']]
[['Krzysztof Sośnica', 'startAcademicDegree', 'Master of Music', '2026-10-17']]
[['Gábor Harsányi', 'startAcademicDegree', 'Master of Fine Arts', '2026-10-17']]
[['Gaël Dubus', 'startAcademicDegree', 'Master of Education', '2026-10-17']]
[['Jönköping County', 'startLeader', 'Amir Haddad', '2026-10-17']]
[['John Weger', 'startAcademicDegree', 'Master of Education', '2026-10-17']]
[['Masako Tanaka', 'award', 'Master of Arts', '2026-10-17']]
[['Luca Martinelli', 'startMemberOf', 'Arizona State University', '2026-10-17']]
[['Atash V. Gurbanov', 'startAcademicDegree', 'Master of Arts', '2026-10-17']]
[['Juan Hood', 'startMemberOf', 'BlackRock', '2026-10-17']]
[['Philippa Howden-Chapman', 'startWorksFor', 'BlackRock', '2026-10-17']]
[['Wee-Jun Ong', 'endWorksFor', 'Agency for Science, Technology and Research', '2026-10-17']]
[['Lance Whitaker', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-10-17']]
[['Svenja Illien-Junger', 'endWorksFor', 'Icahn School of Medicine at Mount Sinai', '2026-10-17']]
[['Puerto Baquerizo Moreno', 'endLeader', 'Marc Asbeck', '2026-10-17']]
[['Da Chen', 'endWorksFor', 'Purdue University', '2026-10-17']]
[['Jahaad Proctor', 'startAcademicDegree', 'Master of Education', '2026-10-17']]
[['Blue Coat Systems', 'startLeader', 'Marc Asbeck', '2026-10-18']]
[['Lieza Vanden Broeke', 'startAcademicDegree', 'Master of Music', '2026-10-18']]
[['Lance Whitaker', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-10-18']]
[['Lorena De Oliveira Felipe', 'endWorksFor', 'Center For The Development Of Nuclear Technology', '2026-10-18']]
[['Anthony Maisonnial', 'startWorksFor', 'BlackRock', '2026-10-18']]
[['Curtis Haywood Ii', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-10-18']]
[['Selje', 'startLeader', 'Chairul Tanjung', '2026-10-18']]
[['Alan Rosales', 'endWorksFor', 'Icahn School of Medicine at Mount Sinai', '2026-10-18']]
[['Paula R Villamayor', 'endWorksFor', 'Julius Meinl Living Holdings', '2026-10-18']]
[['Yang Li', 'startWorksFor', 'Endemol Shine Group', '2026-10-18']]
[['Philippa Howden-Chapman', 'endWorksFor', 'BlackRock', '2026-10-18']]
[['Andreu Òdena', 'endWorksFor', 'Vall D\'Hebron Institute Of Oncology', '2026-10-18']]
[['Xavion Turnage', 'startAcademicDegree', 'Master of Arts', '2026-10-18']]
[['Kevin Grant', 'startAcademicDegree', 'Master of Fine Arts', '2026-10-18']]
[['Egide Kalisa', 'endAcademicDegree', 'Master of Arts', '2026-10-18']]
[['Laurențiu Brănescu', 'startAcademicDegree', 'Master of Music', '2026-10-18']]
[['Zhen-Song Chen', 'startWorksFor', 'University of Bristol', '2026-10-19']]
[['Martin Jarmick', 'startWorksFor', 'University of Lille Nord de France', '2026-10-19']]
[['Evan Kuhlman', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-10-19']]
[['Ian McCoshen', 'startWorksFor', 'Endemol Shine Group', '2026-10-19']]
[['Pedro J Resto', 'startAcademicDegree', 'Master of Arts', '2026-10-19']]
[['Angela Strank', 'award', 'Master of Arts', '2026-10-19']]
[['Anthony Maisonnial', 'endWorksFor', 'BlackRock', '2026-10-19']]
[['Armani Harris', 'startAcademicDegree', 'Master of Business Administration', '2026-10-19']]
[['Blake Hinson', 'startAcademicDegree', 'Doctor of Philosophy', '2026-10-19']]
[['Yang Li', 'endWorksFor', 'Endemol Shine Group', '2026-10-19']]
[['Adama Fofana (footballer, born 1989)', 'award', 'Master of Arts', '2026-10-19']]
[['Jaylen Brown', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-10-19']]
[['Blue Coat Systems', 'endLeader', 'Marc Asbeck', '2026-10-19']]
[['Yan Yang', 'startWorksFor', 'Tfus', '2026-10-19']]
[['Ci Asset', 'startLeader', 'Radovan Vítek', '2026-10-19']]
[['Yang Li', 'endWorksFor', 'Endemol Shine Group', '2026-10-19']]
[['Devante Jackson', 'startMemberOf', 'Catalan Institute Of Chemical Research', '2026-10-20']]
[['Slimane Sissoko', 'startWorksFor', 'University of Bristol', '2026-10-20']]
[['Siarhiej Kučmieĺ', 'startMemberOf', 'Tfus', '2026-10-20']]
[['Ashwin Seetharaman', 'startMemberOf', 'BlackRock', '2026-10-20']]
[['Alex Hart', 'startWorksFor', 'University of Lille Nord de France', '2026-10-20']]
[['Senja (municipality)', 'startLeader', 'Nick Benninger', '2026-10-20']]
[['Pelle Dam', 'startAcademicDegree', 'Master of Arts', '2026-10-20']]
[['Westpac', 'award', 'Master of Fine Arts', '2026-10-20']]
[['Ludmiła Daniłowicz-Szymanowicz', 'startAcademicDegree', 'Master of Fine Arts', '2026-10-20']]
[['Carlo Marble', 'startMemberOf', 'Tfus', '2026-10-20']]
[['Cassie Lang', 'startWorksFor', 'University of Bristol', '2026-10-20']]
[['Jaylen Brown', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-10-20']]
[['Einsteinhaus', 'award', 'Master of Education', '2026-10-20']]
[['Lisa Doorn', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-10-20']]
[['Julien Dray', 'startAcademicDegree', 'Master of Music', '2026-10-20']]
[['Zhen-Song Chen', 'endWorksFor', 'University of Bristol', '2026-10-20']]
[['Plamen Iliev (footballer, born 1991)', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-10-21']]
[['Collonge-Bellerive', 'startLeader', 'Radovan Vítek', '2026-10-21']]
[['Tzer-Yang Yu', 'startAcademicDegree', 'Master of Music', '2026-10-21']]
[['Cassie Lang', 'endWorksFor', 'University of Bristol', '2026-10-21']]
[['Slimane Sissoko', 'endWorksFor', 'University of Bristol', '2026-10-21']]
[['Mariano Curti', 'startAcademicDegree', 'Master of Music', '2026-10-21']]
[['Raghu Betha', 'startWorksFor', 'University of Bristol', '2026-10-21']]
[['Cyril Lemoine', 'startWorksFor', 'University of Bristol', '2026-10-21']]
[['Slimane Sissoko', 'endWorksFor', 'University of Bristol', '2026-10-21']]
[['Tra\'Quan Knight', 'startMemberOf', 'University of Bristol', '2026-10-21']]
[['Molly Stevens', 'startAcademicDegree', 'Master of Education', '2026-10-21']]
[['Alex Hart', 'endWorksFor', 'University of Lille Nord de France', '2026-10-21']]
[['Cortez Mitchell', 'startAcademicDegree', 'Master of Music', '2026-10-21']]
[['Nysier Brooks', 'startAcademicDegree', 'Master of Education', '2026-10-21']]
[['Cassie Lang', 'endWorksFor', 'University of Bristol', '2026-10-21']]
[['Xavion Turnage', 'startAcademicDegree', 'Master of Education', '2026-10-21']]
[['Yan Yang', 'startAcademicDegree', 'Master of Music', '2026-10-22']]
[['Anna L Gosling', 'startAcademicDegree', 'Master of Education', '2026-10-22']]
[['David Loera', 'startWorksFor', 'Endemol Shine Group', '2026-10-22']]
[['Trevor Anderson', 'award', 'Master of Arts', '2026-10-22']]
[['James E Taylor', 'startAcademicDegree', 'Master of Business Administration', '2026-10-22']]
[['Ivan Bender', 'startMemberOf', 'BlackRock', '2026-10-22']]
[['Javaka Thompson', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-10-22']]
[['Fabien Doubey', 'startWorksFor', 'Tfus', '2026-10-22']]
[['Zsuzsanna Barad', 'startWorksFor', 'University of Bristol', '2026-10-22']]
[['Sollentuna Municipality', 'startLeader', 'Heinz Hermann Thiele', '2026-10-22']]
[['Shazia Rehman', 'endNotableWork', 'Master of Business Administration', '2026-10-22']]
[['Seyede Fatemeh Ghoreishi', 'startAcademicDegree', 'Master of Arts', '2026-10-22']]
[['Fabian Dablander', 'startMemberOf', 'BlackRock', '2026-10-22']]
[['Kanstantsin Kastsiuchenka', 'startAcademicDegree', 'Master of Arts', '2026-10-22']]
[['Aliaksiey Shkadarevich', 'startAcademicDegree', 'Master of Education', '2026-10-22']]
[['Sarah Destin', 'startAcademicDegree', 'Master of Arts', '2026-10-22']]
[['Jennifer Crowther', 'startAcademicDegree', 'Master of Music', '2026-10-23']]
[['Lisa Taouma', 'startNotableWork', 'Master of Business Administration', '2026-10-23']]
[['Fabien Doubey', 'endWorksFor', 'Tfus', '2026-10-23']]
[['Wei E.I. Sha', 'startWorksFor', 'National University of Singapore', '2026-10-23']]
[['R.J. Kelly', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-10-23']]
[['Shokhboz Umarov', 'startAcademicDegree', 'Master of Education', '2026-10-23']]
[['Karlsruhe University of Arts and Design', 'startMemberOf', 'University of Lille Nord de France', '2026-10-23']]
[['Arash Mollaeian', 'endWorksFor', 'MedStar Health', '2026-10-23']]
[['Mathieu R Despard', 'startMemberOf', 'Endemol Shine Group', '2026-10-23']]
[['Raghu Betha', 'endWorksFor', 'University of Bristol', '2026-10-23']]
[['Laurence Blanchard', 'startMemberOf', 'Ep Investment Ii', '2026-10-23']]
