[['Miķelis Fišers', 'endSpouse', 'Inga Tropa', '2022-01-01'], ['Tuulikki Närhinsalo', 'endSpouse', 'Timo Närhinsalo', '2022-09-18'], ['Zdeněk Kučera', 'endSpouse', 'Zuzana Burianová', '2022-10-25'], ['Irena Greifová', 'endSpouse', 'Josef Laufer', '2022-12-22']]
[['Janice Lough', 'startAward', 'Fellow Of The Australian Academy Of Science', '2022-01-01'], ['Charudutt Mishra', 'startAward', 'Whitley Awards ( UK)', '2022-01-01'], ['Tyler R U002E Kartzinel', 'endAward', 'Ecological Society Of America Early Career Fellows', '2022-01-01'], ['Graziella V U002E Direnzo', 'startAward', 'Ecological Society Of America Early Career Fellows', '2022-01-01']]
[['Emma Benn', 'startAward', 'Fellow Of The American Statistical Association', '2022-01-01'], ['Adeniyi Olagunju', 'endMemberOf', 'Aas Affiliates Programme', '2022-01-01'], ['Bilal Shaikh', 'endHomeLocation', 'Manhattan', '2022-01-01'], ['Michael Milford', 'startAward', 'Fellow Of The Australian Academy Of Technological Sciences And Engineering', '2022-01-01']]
[['Geoff Gallop', 'startAward', 'Fellow Of The Academy Of The Social Sciences In Australia', '2022-01-01'], ['Santosh Vempala', 'startAward', 'Fellow Of The American Mathematical Society', '2022-01-01'], ['Sebastian Westenhoff', 'endMemberOf', 'Young Academy Of Sweden', '2022-01-01'], ['Pavlos D. Vasileiadis', 'startAcademicDegree', 'Master of Science generic instance', '2022-01-01']]
[['Salla M Koskela', 'endWorksFor', 'KTH Royal Institute of Technology', '2022-01-01'], ['Florian Thiery', 'endWorksFor', 'Römisch-Germanisches Zentralmuseum', '2022-01-01'], ['Alexandra Papaioannou', 'endWorksFor', 'McMaster University', '2022-01-01'], ['Francesco F Summa', 'endWorksFor', 'University of Salerno', '2022-01-01']]
[['Cyndi Shein', 'endWorksFor', 'University of Nevada, Las Vegas', '2022-01-01'], ['David W. Hertzog', 'startAward', 'Tom W. Bonner Prize in Nuclear Physics', '2022-01-01'], ['Josefin Larsson', 'endMemberOf', 'Young Academy Of Sweden', '2022-01-01'], ['Shigeru Iwakabe', 'endWorksFor', 'Ochanomizu University', '2022-01-01']]
[['Govind Rao', 'endWorksFor', 'Indian Agricultural Research Institute', '2022-01-01'], ['Allan Treiman', 'startAward', 'G. K. Gilbert Award', '2022-01-01'], ['Cynthia Burrows', 'startAward', 'Linus Pauling Award', '2022-01-01'], ['Katarina Wadstein Macleod', 'endMemberOf', 'Young Academy Of Sweden', '2022-01-01']]
[['Gabriela Davoli', 'endWorksFor', 'Faculdade de Medicina de Ribeirão Preto', '2022-01-01'], ['Charles Kato', 'endMemberOf', 'Aas Affiliates Programme', '2022-01-01'], ['Jennifer L Matthews', 'endAward', 'Superstars Of Stem', '2022-01-01'], ['Elham Ahmadzadeh', 'endWorksFor', 'Australian Regenerative Medicine Institute', '2022-01-01']]
[['Malin L U002E Pinsky', 'startAward', 'Earth Leadership Program Fellow', '2022-01-01'], ['Yuhui Hua', 'endWorksFor', 'Southern University of Science and Technology', '2022-01-01'], ['Meaghan Mackie', 'endWorksFor', 'University of Copenhagen', '2022-01-01'], ['Cathy Price', 'startAward', 'Fellow of the British Academy', '2022-01-01']]
[['Stephanie G U002E Gardner', 'endAward', 'Superstars Of Stem', '2022-01-01'], ['Bryan Grenfell', 'startAward', 'Kyoto Prize in Basic Sciences', '2022-01-01'], ['Milena Čukić', 'endWorksFor', 'Complutense University of Madrid', '2022-01-01'], ['Jens-Christian Svenning', 'startAward', 'Ernst-Haeckel Award', '2022-01-01']]
[['Miquel B U002E Salmerón', 'startAward', 'Acs Award In Surface Chemistry', '2022-01-01'], ['Zhaoxi Sun', 'endWorksFor', 'Peking University', '2022-01-01'], ['Vanessa Peterson', 'startAward', 'Nancy Millis Medal For Women In Science', '2022-01-01'], ['Edmond Sanganyado', 'startMemberOf', 'Global Young Academy', '2022-01-01']]
[['Hanqin Tian', 'startAward', 'Fellow Of The Ecological Society Of America', '2022-01-01'], ['Ryōichirō Kageyama', 'startAward', 'Asahi Prize', '2022-01-01'], ['Maria Dornelas', 'startAward', 'Zsl Scientific Medal', '2022-01-01'], ['Tui Matelau-Doherty', 'endWorksFor', 'Unitec Institute of Technology', '2022-01-01']]
[['Eduardo Matos Moctezuma', 'startAward', 'Princess Of Asturias Award For Social Sciences', '2022-01-01'], ['Bob Pressey', 'startAward', 'Fellow of the Royal Society generic instance', '2022-01-01'], ['Maha Nasr', 'endMemberOf', 'Aas Affiliates Programme', '2022-01-01'], ['E. Yvonne Jones', 'startAward', 'Fellow Of The Learned Society Of Wales', '2022-01-01']]
[['William R U002E L U002E Anderegg', 'endAward', 'Ecological Society Of America Early Career Fellows', '2022-01-01'], ['Helena Maleno', 'startAward', 'Honorary Doctorate Of The University Of The Balearic Islands generic instance', '2022-01-01'], ['Hamid Abbasi', 'startAward', 'Cooper Award', '2022-01-01'], ['Aarya Krishnan Rajalakshmi', 'endWorksFor', 'Massachusetts General Hospital', '2022-01-01']]
[['Ahmed Radwan', 'endWorksFor', 'KU Leuven', '2022-01-01'], ['Fernando T U002E Maestre', 'startAward', 'Prix National De La Recherche Alejandro Malaspina', '2022-01-01'], ['Christina Hicks', 'startAward', 'Gill Memorial Award', '2022-01-01'], ['Anthony I U002E Okoh', 'startAward', 'Fellow Of The Nigerian Academy Of Science', '2022-01-01']]
[['Gabriel Rigon', 'endWorksFor', 'Nagoya University', '2022-01-01'], ['Jamie Rossjohn', 'startAward', 'Fellow of the Royal Society generic instance', '2022-01-01'], ['Alexandra Boltasseva', 'startAward', 'Guggenheim Fellowship generic instance', '2022-01-01'], ['Frances Ligler', 'startAward', 'Acs Award In Analytical Chemistry', '2022-01-01']]
[['Kenta Kokado', 'endWorksFor', 'Hokkaido University', '2022-01-01'], ['Lekelia Jenkins', 'startAward', 'Earth Leadership Program Fellow', '2022-01-01'], ['Ricardo Cao', 'startAward', 'Fellow Of The Institute Of Mathematical Statistics', '2022-01-01'], ['Yunus Ahmed', 'endWorksFor', 'University of Michigan', '2022-01-01']]
[['Tommaso Pincelli', 'endWorksFor', 'Fritz Haber Institute of the Max Planck Society', '2022-01-01'], ['R U002E Morris Bullock', 'startAward', 'American Chemical Society Award In Organometallic Chemistry', '2022-01-01'], ['Johan L U002E Kuylenstierna', 'endMemberOf', 'Swedish Climate Policy Council', '2022-01-01'], ['Xiaojing Hao', 'startAward', 'Fellow Of The Australian Academy Of Technological Sciences And Engineering', '2022-01-01']]
[['Sarah Nila', 'endWorksFor', 'University College London', '2022-01-01'], ['Erin V Mcgillick', 'endAward', 'Superstars Of Stem', '2022-01-01'], ['Chuka N Emezue', 'endWorksFor', 'University of Missouri', '2022-01-01'], ['Maria-Carme Calderer', 'startAward', 'Fellow Of The Association For Women In Mathematics', '2022-01-01']]
[['Dana Rezazadegan', 'endAward', 'Superstars Of Stem', '2022-01-01'], ['Ismail Özcan', 'endWorksFor', 'Max Delbrück Center for Molecular Medicine in the Helmholtz Association', '2022-01-01'], ['Emily Wang', 'startAward', 'MacArthur Fellows Program', '2022-01-01'], ['Özlem Kuzu', 'endWorksFor', 'University of Health Sciences ( Turkey)', '2022-01-01']]
[['Céline R Gillebert', 'startAward', 'Laureate Of The Academy - Class Of Humanities', '2022-01-01'], ['Naja Hulvej Rod', 'startAward', 'EliteForsk Prize', '2022-01-01'], ['Daniel C U002E Ralph', 'startAward', 'James C. McGroddy Prize for New Materials', '2022-01-01'], ['Yee Lian Chew', 'endAward', 'Superstars Of Stem', '2022-01-01']]
[['Michele Guindani', 'startAward', 'Fellow Of The International Society For Bayesian Analysis', '2022-01-01'], ['Valerie T U002E Eviner', 'startAward', 'Earth Leadership Program Fellow', '2022-01-01'], ['Prayitno Abadi', 'endWorksFor', 'Telkom University', '2022-01-01'], ['Michel L Tremblay', 'startAward', 'Honorary Doctor Of The University Of Bordeaux generic instance', '2022-01-01']]
[['José R U002E Zubizarreta', 'startAward', 'Fellow Of The American Statistical Association', '2022-01-01'], ['Maria Quiroga', 'endAward', 'Superstars Of Stem', '2022-01-01'], ['Parshuram J Sonawane', 'endWorksFor', 'National Centre for Cell Science', '2022-01-02'], ['Vairakannu Tamizhazhagan', 'endWorksFor', 'Syed Ammal Arts And Science College', '2022-01-02']]
[['Ial Slurink', 'endWorksFor', 'Tilburg University', '2022-01-06'], ['Johan Bjureberg', 'endWorksFor', 'Stanford University', '2022-01-06'], ['Daniel Hernández', 'endWorksFor', 'Aalborg University', '2022-01-14'], ['Dan Liu', 'endWorksFor', 'Los Alamos National Laboratory', '2022-01-14']]
[['Ignacio A Wichmann', 'startWorksFor', 'Stanford University School of Medicine', '2022-01-17'], ['Qi Dou', 'endWorksFor', 'Imperial College London', '2022-01-22'], ['Julie E U002E Byles', 'startAward', 'Officer Of The Order Of Australia', '2022-01-26'], ['Melanie Courtot', 'endWorksFor', 'European Bioinformatics Institute', '2022-01-26']]
[['John A. Church', 'startAward', 'Officer Of The Order Of Australia', '2022-01-26'], ['Grzegorz Pieńkowski', 'startAward', 'Gold Cross Of Merit U200E U0028 Poland U0029 generic instance', '2022-01-26'], ['Edna F U002E P U002E Soares', 'endWorksFor', 'Faculdade De Medicina Da Universidade De Coimbra', '2022-01-30'], ['Romain Weppe', 'endWorksFor', 'Institute Of Human Genetics', '2022-01-30']]
[['Chiara Bacchella', 'endWorksFor', 'University of Pavia', '2022-01-31'], ['Bernhard Krabina', 'endWorksFor', 'Kdz - Centre For Public Administration Research', '2022-01-31'], ['James B U002E P U002E Lim', 'endWorksFor', 'University of Auckland', '2022-01-31'], ['Giovanni Andrea Vitale', 'endWorksFor', 'Stazione Zoologica Anton Dohrn', '2022-01-31']]
[['Catalina Vargas-Acevedo', 'endWorksFor', 'Fundación Santa Fe De Bogotá', '2022-01-31'], ['D T Ta', 'endWorksFor', 'University of Wollongong', '2022-01-31'], ['Jia Wang', 'endWorksFor', 'Tsinghua University', '2022-01-31'], ['Biao Chen', 'endWorksFor', 'Tsinghua-Berkeley Shenzhen Institute', '2022-01-31']]
[['Xue-Quan Zhou', 'endWorksFor', 'Mario Negri Institute for Pharmacological Research', '2022-01-31'], ['Leonardo Pinto', 'endWorksFor', 'Faculdade de Medicina de Ribeirão Preto', '2022-01-31'], ['Sangsu Bae', 'endWorksFor', 'Hanyang University', '2022-02-01'], ['Shotaro Yamasaki', 'endWorksFor', 'Hebrew University of Jerusalem', '2022-02-01']]
[['Valentin Reungoat', 'endWorksFor', 'AgroParisTech', '2022-02-01'], ['Erika Castellanos', 'endWorksFor', 'GATE ( organization)', '2022-02-01'], ['Daniel Gibert', 'endWorksFor', 'University of Lleida', '2022-02-01'], ['Carolin Röding', 'endWorksFor', 'University of Tübingen', '2022-02-01']]
[['Kévin Moreau', 'endWorksFor', 'University of Gothenburg', '2022-02-01'], ['Farzin Sahebjam', 'endWorksFor', 'Massey University', '2022-02-01'], ['Zhen Zhou', 'endWorksFor', 'Menzies Institute for Medical Research', '2022-02-01'], ['Eloise Williams', 'startWorksFor', 'Malaghan Institute of Medical Research', '2022-02-01']]
[['Stuart Innes', 'endWorksFor', 'King\' s College Hospital', '2022-02-02'], ['Precious N Egbuikwem', 'endWorksFor', 'University of Surrey', '2022-02-08'], ['Pablo Guzmán', 'endWorksFor', 'Griffith University Griffith Sciences', '2022-02-11'], ['Sebastian Schuster', 'endWorksFor', 'Faculty of Mathematics and Physics, Charles University', '2022-02-14']]
[['Yonas Yimam', 'endWorksFor', 'Tehran University of Medical Sciences', '2022-02-19'], ['Klaus Boehnke', 'endWorksFor', 'Higher School of Economics', '2022-02-24'], ['Guillaume Larivière-Gauthier', 'endWorksFor', 'Conservatoire national des arts et métiers', '2022-02-28'], ['Mahmoud Ahmed', 'endWorksFor', 'Gyeongsang National University', '2022-02-28']]
[['Alma N Rodríguez-Alcocer', 'endWorksFor', 'The American British Cowdray Medical Center', '2022-02-28'], ['Maria Eleni Sakavitsi', 'endWorksFor', 'National and Kapodistrian University of Athens', '2022-02-28'], ['Rodolfo Ferreira Queiroz Melo', 'endWorksFor', 'Irmandade Da Santa Casa De Misericórdia De São Paulo', '2022-02-28'], ['Nicole S Arnold', 'endWorksFor', 'Morgan State University', '2022-02-28']]
[['Abu Zafar Al Munsur', 'endWorksFor', 'Incheon National University', '2022-02-28'], ['Hyeok Choi', 'endWorksFor', 'Severance Hospital', '2022-02-28'], ['Enrico Gavagnin', 'endWorksFor', 'University of Bristol', '2022-02-28'], ['Mira Kalalahti', 'endWorksFor', 'University of Turku', '2022-02-28']]
[['Jae Il Lee', 'endWorksFor', 'Chonnam National University', '2022-02-28'], ['Michael J U002E V U002E White', 'endWorksFor', 'University of Chicago', '2022-02-28'], ['Camila Silva Barbosa', 'endWorksFor', 'Hospital Sírio-Libanês', '2022-02-28'], ['Diego Eloy Carballo', 'endWorksFor', 'Autonomous University of Chihuahua', '2022-02-28']]
[['Mohammad Yaseen Ahmad', 'endWorksFor', 'Kyungpook National University', '2022-02-28'], ['Pushan Bag', 'endWorksFor', 'Umeå University', '2022-03-01'], ['Yuji Kumagai', 'endWorksFor', 'Hokkaido University', '2022-03-01'], ['Sanne Groeneveld', 'endWorksFor', 'University Medical Center Utrecht', '2022-03-01']]
[['T Miyano', 'endWorksFor', 'Imperial College London', '2022-03-01'], ['Denys Matheus Santana Costa Souza', 'endWorksFor', 'Federal University of Lavras', '2022-03-01'], ['Haruo Kasai', 'endWorksFor', 'University of Tokyo', '2022-03-01'], ['Arvid Pourlotfi', 'endWorksFor', 'Örebro University Hospital', '2022-03-01']]
[['Xibin Sun', 'endWorksFor', 'Binzhou Medical University', '2022-03-01'], ['Fausta Fiorillo', 'endWorksFor', 'Polytechnic University of Milan', '2022-03-01'], ['Bin Ren', 'endWorksFor', 'California Institute of Technology', '2022-03-01'], ['Shogo H Nakakita', 'endWorksFor', 'Japan Society for the Promotion of Science', '2022-03-01']]
[['Kedir Hussen Hamza', 'endWorksFor', 'Lund University', '2022-03-01'], ['Xin Huang', 'endWorksFor', 'Tongji University', '2022-03-01'], ['Rouven Schoppmeyer', 'endWorksFor', 'University of Amsterdam', '2022-03-01'], ['Pedro Levín', 'endWorksFor', 'University of Santiago, Chile', '2022-03-01']]
[['Joana Zorzal Nodari', 'endWorksFor', 'Federal University of Espírito Santo', '2022-03-01'], ['Dayane Helen Ferreira Silva', 'endWorksFor', 'Federal University of São João del-Rei', '2022-03-02'], ['Iain D Milligan', 'endWorksFor', 'Public Health England', '2022-03-03'], ['Luciana I U002E N U002E Tomé', 'endWorksFor', 'University of Coimbra', '2022-03-05']]
[['Graziela Dos Santos Paulino', 'endWorksFor', 'Federal University of Viçosa', '2022-03-07'], ['Dailu Guan', 'endWorksFor', 'University of California, Davis', '2022-03-07'], ['Baofu Ding', 'endWorksFor', 'Tsinghua University', '2022-03-12'], ['Haruo Kasai', 'startAward', 'Japan Academy Prize ( academics)', '2022-03-14']]
[['Sonja Macfarlane', 'startAward', 'Fellow Of The Royal Society Te Apārangi', '2022-03-17'], ['Philip Hill', 'startAward', 'Fellow Of The Royal Society Te Apārangi', '2022-03-17'], ['Murray Thomson', 'startAward', 'Fellow Of The Royal Society Te Apārangi', '2022-03-17'], ['Zavattini Angelo', 'endWorksFor', 'King U0027 S College London King U0027 S Policy Institute', '2022-03-18']]
[['Laurie Peverini', 'endWorksFor', 'Pasteur Institute', '2022-03-28'], ['Juntai Liu', 'endWorksFor', 'University of Warwick', '2022-03-29'], ['Tingting Bao', 'endWorksFor', 'Zhejiang University', '2022-03-30'], ['Sarthak Nag', 'endWorksFor', 'Japan Society for the Promotion of Science', '2022-03-31']]
[['Manuela Leri', 'endWorksFor', 'Fondazione Umberto Veronesi', '2022-03-31'], ['Motonori Matsusaki', 'endWorksFor', 'Tohoku University', '2022-03-31'], ['Hafiz Muhammad Adeel Sharif', 'endWorksFor', 'Shenzhen University', '2022-03-31'], ['Nikolaus Doppelhammer', 'endWorksFor', 'Johannes Kepler University Linz', '2022-03-31']]
[['Shintaro Maeda', 'endWorksFor', 'Japan Society for the Promotion of Science', '2022-03-31'], ['Ryo Ishikawa', 'endWorksFor', 'Science And Technology Agency', '2022-03-31'], ['Yuki Shimba', 'endWorksFor', 'Japan Society for the Promotion of Science', '2022-03-31'], ['Thomas Kampourakis', 'endWorksFor', 'King\' s College London', '2022-03-31']]
[['Jian Dai', 'endWorksFor', 'Shinshu University', '2022-03-31'], ['Stefan Lohse', 'endWorksFor', 'Saarland University', '2022-03-31'], ['Erdi Calli', 'endWorksFor', 'Radboud University Medical Center', '2022-03-31'], ['Sergii Snegir', 'endWorksFor', 'University of Konstanz', '2022-03-31']]
[['Ai Nagahama', 'endWorksFor', 'Kyushu University', '2022-03-31'], ['Andrea Dissegna', 'endWorksFor', 'University of Trieste', '2022-03-31'], ['Fiorella Cravero', 'endWorksFor', 'Universidad Nacional del Sur', '2022-03-31'], ['Hiep Hoang Ly', 'endWorksFor', 'Japan Society for the Promotion of Science', '2022-03-31']]
[['Federica Cavazzoni', 'endWorksFor', 'University of Milano-Bicocca', '2022-03-31'], ['Igor R U002E Efimov', 'endWorksFor', 'George Washington University', '2022-04-01'], ['Gitte Hedermann', 'endWorksFor', 'Rigshospitalet', '2022-04-01'], ['Clémentine Pernot', 'endWorksFor', 'Université Laval', '2022-04-01']]
[['Daniel Woike', 'endWorksFor', 'University Medical Center Hamburg-Eppendorf', '2022-04-01'], ['Olivier Champagne', 'endWorksFor', 'French National Centre for Scientific Research', '2022-04-01'], ['Eloise Williams', 'endWorksFor', 'Malaghan Institute of Medical Research', '2022-04-01'], ['Benjamin S Sajdak', 'endWorksFor', 'Morgridge Institute for Research', '2022-04-01']]
[['Juhyung Lee', 'endWorksFor', 'Republic of Korea Army', '2022-04-05'], ['Valeria Rizzo', 'endWorksFor', 'University of Catania', '2022-04-14'], ['Jesús Balado', 'endWorksFor', 'University of Vigo', '2022-04-14'], ['Raul Sanchez Lopez', 'endWorksFor', 'Interacoustics U0028 Denmark U0029 ', '2022-04-15']]
[['Rais Reskiawan A Kadir', 'endWorksFor', 'University of Nottingham', '2022-04-23'], ['Min-Gu Yoo', 'endWorksFor', 'Princeton Plasma Physics Laboratory', '2022-04-23'], ['Kjersti M Walle', 'endWorksFor', 'Norwegian Institute of Public Health', '2022-04-29'], ['Adrien F U002E Arnulf', 'endWorksFor', 'University of Texas at Austin', '2022-04-30']]
[['Martin Lundsteen', 'endWorksFor', 'University of Oxford', '2022-04-30'], ['Inna Shaforostova', 'endWorksFor', 'University Hospital Muenster', '2022-04-30'], ['Maarten Houben', 'endWorksFor', 'Eindhoven University of Technology', '2022-05-01'], ['Firew T Gemeda', 'endWorksFor', 'Bowling Green State University', '2022-05-01']]
[['Mohammadamin Edrisi', 'endWorksFor', 'Rice University', '2022-05-01'], ['Kristin Brown', 'endWorksFor', 'Agenus', '2022-05-01'], ['Cibele Rodrigues Toledo', 'endWorksFor', 'Federal University of Minas Gerais', '2022-05-01'], ['Alaa A M Ali', 'endWorksFor', 'Hamad Medical Corporation', '2022-05-02']]
[['Dhanasekhar Chigurupati', 'endWorksFor', 'IIT Bombay', '2022-05-05'], ['Graham Burton', 'startAward', 'Fellow of the Royal Society generic instance', '2022-05-10'], ['Pierre Friedlingstein', 'startAward', 'Fellow of the Royal Society generic instance', '2022-05-10'], ['Jason W U002E Chin', 'startAward', 'Fellow of the Royal Society generic instance', '2022-05-10']]
